PC1,PC2,PC3,PC4,PC5,PC6,PC7,PC8,PC9,PC10,taxi_demand
2.1490187102125127,0.7534578255596712,-3.4540829072572397,0.7678230091563802,-0.6326501581010219,-1.1126938707154186,2.233766438261522,-0.9377988030731641,-0.8876222707225142,0.7677241749425732,4258
2.0855958844409597,0.7516240896224475,-3.544859645571365,0.9724542304934815,-0.6475377154131433,-1.081472202328251,2.2749302021366606,-0.9404217034363929,-0.9148369761248819,0.7944808877083169,4743
2.2116368310426395,0.7384538574746295,-3.570310098006372,0.9242190975999184,-0.6899967113384632,-0.9773711336462055,2.317168347273991,-0.9240302226832969,-0.9245145804833486,0.7524762585121925,3792
1.8938234652171122,0.7541121927389018,-3.6541817623935513,0.856317377308618,-0.6804983614482427,-1.015671536354429,2.3770764146283017,-0.9401166253867717,-0.9656314971590513,0.834156715125774,2438
-0.7325427838409865,0.7768122514824606,-3.980253575603115,1.513898148534259,-0.6750575720084099,-0.9239593568435017,2.5317730091671145,-0.8588930039181358,-1.012828643108518,0.9760451899519598,1527
-1.0227883357508145,0.7910152147865748,-3.9771053087648194,1.3055562366445477,-0.6602723557877902,-0.9667156920116379,2.547522507344094,-0.8704249495110934,-1.0266924995402218,1.018818610437883,851
-1.2174318113190412,0.7978350783731819,-3.921675987949583,1.104554724765411,-0.6525498306301827,-0.9825370126994513,2.5290639248335904,-0.873202671769212,-1.0179165597020912,1.0135897550786206,506
-1.2689904730209092,0.8043977737708065,-3.813233095764034,0.6711127194246501,-0.6402679092108434,-1.0141207529235128,2.5079364018661776,-0.8763808772329282,-1.0028954428301207,1.0082942180867458,349
-1.2978456707800727,0.8011780272675595,-3.716619647298165,0.4694585398986953,-0.646266189413521,-0.9890598441152416,2.468424832683925,-0.8683904942484393,-0.9760648471434769,0.9546756080587633,327
-1.349942609500301,0.7862189495160269,-3.649699150293243,0.568733688217747,-0.679220345366013,-0.8828239632986495,2.414647334919336,-0.8450335097640894,-0.9382966761355623,0.8394971875434858,551
-1.260787961340903,0.7880867660637125,-3.5508559952045324,0.0890820752797493,-0.6776390911941499,-0.8925416590439738,2.41422809237145,-0.8446534156314248,-0.9294408056513255,0.8322168916137835,1237
-0.9916167833699084,0.7955378060658642,-3.48237684180708,-0.5342826065286749,-0.6605666894213166,-0.9613672982433464,2.457710675996911,-0.8593283763767138,-0.9479283594025221,0.9019757808320419,2165
-0.7395635656785157,0.7945268092915108,-3.4526010260635527,-1.0485349981916672,-0.6731520934680547,-0.9510761031698406,2.5212589773663168,-0.8596751322132474,-0.9691518004105811,0.9298563474463397,2901
-0.4130329983053178,0.7929912730962019,-3.460093127029972,-1.3525193597889824,-0.6764512910266917,-0.967110261312628,2.5824093223861966,-0.8682285198620396,-0.9981141342562493,0.9881754323176961,3679
-0.02719741321534273,0.7851256310845505,-3.47780084965479,-1.489554945367746,-0.6879910522740972,-0.9574220878222843,2.631629456155251,-0.8721787321868713,-1.0211937800411857,1.0251967383017673,4526
0.5172673710343815,0.7722087069054202,-3.486566477925265,-1.489825681607729,-0.6949960506208964,-0.9575234580794418,2.659024035226516,-0.8781384816043781,-1.03672297962501,1.0607241058944812,5024
0.8205992739236702,0.763703363751997,-3.486917442401564,-1.4968851303101036,-0.7026072031234741,-0.9478981256649915,2.6737629188737473,-0.8807174304440861,-1.0450617568733418,1.0758714224754748,5305
0.8841398497486885,0.7546480500263193,-3.4744557357153973,-1.5394699408524266,-0.7279843875853029,-0.8816708599150597,2.6811857725718458,-0.8697097735576235,-1.04169248226282,1.0359185137525586,5626
1.2467535381989838,0.738873368716707,-3.475745594774525,-1.2681578081015934,-0.7380660022616624,-0.8560224072796089,2.6601269559425327,-0.869141596970867,-1.0356004865581465,1.0239355276620072,6457
1.7912671454618603,0.7102170199336098,-3.4286815785385687,-0.8669737241852008,-0.7604639655364452,-0.7872670277487365,2.5946535821441246,-0.8569230587915193,-1.001929596757614,0.9496802883575737,6420
2.028936623854867,0.6953863027029789,-3.4093565741735454,-0.48904803354389936,-0.7651234198326087,-0.764918100721166,2.538281688127011,-0.8553229847200314,-0.9806867373599611,0.9162079564004815,6528
2.2429881345382627,0.677899769116829,-3.385058234001636,-0.10804367258673435,-0.7789355363025183,-0.7156593999038767,2.4794955805073355,-0.847627436823369,-0.9545347135483696,0.8591699444827741,6481
