tpep_pickup_datetime,passenger_demand,taxi_demand
2025-01-01 00:00:00,9132,7344
2025-01-01 01:00:00,8996,8468
2025-01-01 02:00:00,7364,7257
2025-01-01 03:00:00,4904,4915
2025-01-01 04:00:00,3015,2918
2025-01-01 05:00:00,1305,1429
2025-01-01 06:00:00,1165,1220
2025-01-01 07:00:00,1191,1116
2025-01-01 08:00:00,1315,1116
2025-01-01 09:00:00,1923,1524
2025-01-01 10:00:00,3117,2289
2025-01-01 11:00:00,4201,3228
2025-01-01 12:00:00,5503,4087
2025-01-01 13:00:00,6571,4770
2025-01-01 14:00:00,7069,5057
2025-01-01 15:00:00,7128,5025
2025-01-01 16:00:00,6639,4587
2025-01-01 17:00:00,6775,4737
2025-01-01 18:00:00,6179,4317
2025-01-01 19:00:00,5367,3717
2025-01-01 20:00:00,4788,3331
2025-01-01 21:00:00,4767,3264
2025-01-01 22:00:00,3894,2707
2025-01-01 23:00:00,2370,1765
2025-01-02 00:00:00,1344,1051
2025-01-02 01:00:00,558,436
2025-01-02 02:00:00,295,268
2025-01-02 03:00:00,303,220
2025-01-02 04:00:00,342,277
2025-01-02 05:00:00,726,624
2025-01-02 06:00:00,1588,1341
2025-01-02 07:00:00,2468,2163
2025-01-02 08:00:00,3599,3021
2025-01-02 09:00:00,4668,3779
2025-01-02 10:00:00,5992,4394
2025-01-02 11:00:00,6653,4825
2025-01-02 12:00:00,7320,5280
2025-01-02 13:00:00,8294,5972
2025-01-02 14:00:00,8856,6344
2025-01-02 15:00:00,8819,6174
2025-01-02 16:00:00,9371,6537
2025-01-02 17:00:00,8759,6288
2025-01-02 18:00:00,8179,5853
2025-01-02 19:00:00,6734,4754
2025-01-02 20:00:00,6241,4258
2025-01-02 21:00:00,7087,4743
2025-01-02 22:00:00,5612,3792
2025-01-02 23:00:00,3379,2438
2025-01-03 00:00:00,2003,1527
2025-01-03 01:00:00,1034,851
2025-01-03 02:00:00,639,506
2025-01-03 03:00:00,432,349
2025-01-03 04:00:00,370,327
2025-01-03 05:00:00,663,551
2025-01-03 06:00:00,1377,1237
2025-01-03 07:00:00,2499,2165
2025-01-03 08:00:00,3481,2901
2025-01-03 09:00:00,4640,3679
2025-01-03 10:00:00,6069,4526
2025-01-03 11:00:00,6763,5024
2025-01-03 12:00:00,7076,5305
2025-01-03 13:00:00,7725,5626
2025-01-03 14:00:00,9028,6457
2025-01-03 15:00:00,9074,6420
2025-01-03 16:00:00,9214,6528
2025-01-03 17:00:00,9077,6481
2025-01-03 18:00:00,9083,6422
2025-01-03 19:00:00,7910,5538
2025-01-03 20:00:00,6887,4705
2025-01-03 21:00:00,7719,5184
2025-01-03 22:00:00,7711,5195
2025-01-03 23:00:00,5121,3746
2025-01-04 00:00:00,4189,3168
2025-01-04 01:00:00,2868,2193
2025-01-04 02:00:00,1866,1438
2025-01-04 03:00:00,1273,1002
2025-01-04 04:00:00,599,503
2025-01-04 05:00:00,488,391
2025-01-04 06:00:00,885,728
2025-01-04 07:00:00,1421,1132
2025-01-04 08:00:00,2299,1768
2025-01-04 09:00:00,3852,2935
2025-01-04 10:00:00,5871,4233
2025-01-04 11:00:00,7161,5110
2025-01-04 12:00:00,8184,5762
2025-01-04 13:00:00,9135,6426
2025-01-04 14:00:00,9110,6390
2025-01-04 15:00:00,10132,6826
2025-01-04 16:00:00,10344,7069
2025-01-04 17:00:00,10104,6984
2025-01-04 18:00:00,9142,6472
2025-01-04 19:00:00,8778,6144
2025-01-04 20:00:00,7887,5301
2025-01-04 21:00:00,8348,5555
2025-01-04 22:00:00,7996,5402
2025-01-04 23:00:00,6786,4872
2025-01-05 00:00:00,5084,3889
2025-01-05 01:00:00,3738,2823
2025-01-05 02:00:00,2432,1836
2025-01-05 03:00:00,1482,1182
2025-01-05 04:00:00,842,718
2025-01-05 05:00:00,555,453
2025-01-05 06:00:00,879,760
2025-01-05 07:00:00,1490,1196
2025-01-05 08:00:00,2318,1785
2025-01-05 09:00:00,3697,2788
2025-01-05 10:00:00,5284,3923
2025-01-05 11:00:00,6454,4730
2025-01-05 12:00:00,7016,5209
2025-01-05 13:00:00,7653,5523
2025-01-05 14:00:00,7653,5536
2025-01-05 15:00:00,8275,5840
2025-01-05 16:00:00,8171,5890
2025-01-05 17:00:00,7634,5505
2025-01-05 18:00:00,6758,4910
2025-01-05 19:00:00,5704,4068
2025-01-05 20:00:00,5069,3661
2025-01-05 21:00:00,4389,3234
2025-01-05 22:00:00,3156,2381
2025-01-05 23:00:00,2321,1784
2025-01-06 00:00:00,1455,1125
2025-01-06 01:00:00,590,480
2025-01-06 02:00:00,324,253
2025-01-06 03:00:00,240,194
2025-01-06 04:00:00,252,215
2025-01-06 05:00:00,744,697
2025-01-06 06:00:00,1730,1678
2025-01-06 07:00:00,3765,3606
2025-01-06 08:00:00,4573,4300
2025-01-06 09:00:00,4717,4161
2025-01-06 10:00:00,5236,4322
2025-01-06 11:00:00,5557,4519
2025-01-06 12:00:00,5991,4793
2025-01-06 13:00:00,5786,4758
2025-01-06 14:00:00,6245,4956
2025-01-06 15:00:00,6766,5351
2025-01-06 16:00:00,6774,5368
2025-01-06 17:00:00,7137,5907
2025-01-06 18:00:00,7058,5872
2025-01-06 19:00:00,5789,4777
2025-01-06 20:00:00,5186,4143
2025-01-06 21:00:00,4977,4012
2025-01-06 22:00:00,3541,2830
2025-01-06 23:00:00,2247,1809
2025-01-07 00:00:00,1459,1142
2025-01-07 01:00:00,587,475
2025-01-07 02:00:00,323,266
2025-01-07 03:00:00,226,178
2025-01-07 04:00:00,263,239
2025-01-07 05:00:00,756,684
2025-01-07 06:00:00,1794,1806
2025-01-07 07:00:00,3932,4019
2025-01-07 08:00:00,5515,5391
2025-01-07 09:00:00,5890,5344
2025-01-07 10:00:00,5625,4905
2025-01-07 11:00:00,6069,5107
2025-01-07 12:00:00,6455,5449
2025-01-07 13:00:00,6319,5281
2025-01-07 14:00:00,7154,5924
2025-01-07 15:00:00,8191,6593
2025-01-07 16:00:00,8462,6836
2025-01-07 17:00:00,8926,7574
2025-01-07 18:00:00,8642,8146
2025-01-07 19:00:00,7043,6341
2025-01-07 20:00:00,6638,6179
2025-01-07 21:00:00,6761,6327
2025-01-07 22:00:00,4462,4050
2025-01-07 23:00:00,2847,2387
2025-01-08 00:00:00,1429,1188
2025-01-08 01:00:00,491,412
2025-01-08 02:00:00,250,214
2025-01-08 03:00:00,250,190
2025-01-08 04:00:00,212,225
2025-01-08 05:00:00,661,651
2025-01-08 06:00:00,1572,1896
2025-01-08 07:00:00,3892,4577
2025-01-08 08:00:00,5470,6203
2025-01-08 09:00:00,5717,5549
2025-01-08 10:00:00,5861,5163
2025-01-08 11:00:00,6224,5414
2025-01-08 12:00:00,6468,5577
2025-01-08 13:00:00,6928,5936
2025-01-08 14:00:00,7590,6448
2025-01-08 15:00:00,8714,7229
2025-01-08 16:00:00,8633,7235
2025-01-08 17:00:00,10099,9215
2025-01-08 18:00:00,10278,9928
2025-01-08 19:00:00,8092,7408
2025-01-08 20:00:00,7452,6942
2025-01-08 21:00:00,7911,7757
2025-01-08 22:00:00,5790,5780
2025-01-08 23:00:00,3012,2760
2025-01-09 00:00:00,1582,1361
2025-01-09 01:00:00,692,580
2025-01-09 02:00:00,383,323
2025-01-09 03:00:00,407,287
2025-01-09 04:00:00,328,326
2025-01-09 05:00:00,649,692
2025-01-09 06:00:00,1739,1912
2025-01-09 07:00:00,4018,4477
2025-01-09 08:00:00,5429,6142
2025-01-09 09:00:00,5880,5737
2025-01-09 10:00:00,6140,5420
2025-01-09 11:00:00,6234,5423
2025-01-09 12:00:00,7026,6010
2025-01-09 13:00:00,7196,6076
2025-01-09 14:00:00,8031,6797
2025-01-09 15:00:00,8930,7498
2025-01-09 16:00:00,8690,7408
2025-01-09 17:00:00,10250,9389
2025-01-09 18:00:00,10421,10100
2025-01-09 19:00:00,8393,7649
2025-01-09 20:00:00,7772,6858
2025-01-09 21:00:00,8561,7706
2025-01-09 22:00:00,6015,5977
2025-01-09 23:00:00,4890,5137
2025-01-10 00:00:00,2486,2210
2025-01-10 01:00:00,1475,1218
2025-01-10 02:00:00,726,588
2025-01-10 03:00:00,401,345
2025-01-10 04:00:00,324,343
2025-01-10 05:00:00,699,767
2025-01-10 06:00:00,1500,1772
2025-01-10 07:00:00,3455,3976
2025-01-10 08:00:00,4606,4932
2025-01-10 09:00:00,4919,4543
2025-01-10 10:00:00,5510,4743
2025-01-10 11:00:00,5881,5042
2025-01-10 12:00:00,6351,5472
2025-01-10 13:00:00,6866,5785
2025-01-10 14:00:00,7390,6232
2025-01-10 15:00:00,8048,6821
2025-01-10 16:00:00,8142,6769
2025-01-10 17:00:00,9190,8079
2025-01-10 18:00:00,9472,8867
2025-01-10 19:00:00,8331,7429
2025-01-10 20:00:00,7498,5970
2025-01-10 21:00:00,8115,6177
2025-01-10 22:00:00,8148,6251
2025-01-10 23:00:00,7160,7163
2025-01-11 00:00:00,5721,6127
2025-01-11 01:00:00,4366,4747
2025-01-11 02:00:00,3057,3165
2025-01-11 03:00:00,2059,1892
2025-01-11 04:00:00,994,1000
2025-01-11 05:00:00,474,489
2025-01-11 06:00:00,795,847
2025-01-11 07:00:00,1445,1378
2025-01-11 08:00:00,2440,2175
2025-01-11 09:00:00,3847,3258
2025-01-11 10:00:00,5211,4202
2025-01-11 11:00:00,6348,5041
2025-01-11 12:00:00,7292,5826
2025-01-11 13:00:00,8104,6437
2025-01-11 14:00:00,7798,6087
2025-01-11 15:00:00,8967,6826
2025-01-11 16:00:00,10099,7728
2025-01-11 17:00:00,9946,7957
2025-01-11 18:00:00,9889,8372
2025-01-11 19:00:00,9582,8118
2025-01-11 20:00:00,8326,6580
2025-01-11 21:00:00,9060,6941
2025-01-11 22:00:00,9139,7647
2025-01-11 23:00:00,8426,9126
2025-01-12 00:00:00,6571,7636
2025-01-12 01:00:00,5309,5941
2025-01-12 02:00:00,3874,4096
2025-01-12 03:00:00,2382,2317
2025-01-12 04:00:00,1202,1372
2025-01-12 05:00:00,571,597
2025-01-12 06:00:00,768,948
2025-01-12 07:00:00,1386,1404
2025-01-12 08:00:00,2398,2268
2025-01-12 09:00:00,3649,3310
2025-01-12 10:00:00,4839,4298
2025-01-12 11:00:00,6083,5177
2025-01-12 12:00:00,7201,6107
2025-01-12 13:00:00,7518,6291
2025-01-12 14:00:00,7671,6371
2025-01-12 15:00:00,7531,6094
2025-01-12 16:00:00,7730,6360
2025-01-12 17:00:00,7730,6665
2025-01-12 18:00:00,7185,6278
2025-01-12 19:00:00,6040,4957
2025-01-12 20:00:00,5432,4549
2025-01-12 21:00:00,4892,4084
2025-01-12 22:00:00,3796,3231
2025-01-12 23:00:00,2478,2159
2025-01-13 00:00:00,1254,1136
2025-01-13 01:00:00,616,539
2025-01-13 02:00:00,320,291
2025-01-13 03:00:00,239,197
2025-01-13 04:00:00,301,343
2025-01-13 05:00:00,673,798
2025-01-13 06:00:00,1724,2093
2025-01-13 07:00:00,3741,4388
2025-01-13 08:00:00,5463,6093
2025-01-13 09:00:00,5359,5247
2025-01-13 10:00:00,5553,4832
2025-01-13 11:00:00,5659,4860
2025-01-13 12:00:00,5966,5149
2025-01-13 13:00:00,6681,5757
2025-01-13 14:00:00,7174,6136
2025-01-13 15:00:00,7827,6761
2025-01-13 16:00:00,7570,6640
2025-01-13 17:00:00,8345,7752
2025-01-13 18:00:00,8134,7742
2025-01-13 19:00:00,6877,6043
2025-01-13 20:00:00,6246,5604
2025-01-13 21:00:00,5844,5599
2025-01-13 22:00:00,4562,4327
2025-01-13 23:00:00,2375,2165
2025-01-14 00:00:00,1179,1029
2025-01-14 01:00:00,550,481
2025-01-14 02:00:00,310,294
2025-01-14 03:00:00,217,210
2025-01-14 04:00:00,276,300
2025-01-14 05:00:00,708,737
2025-01-14 06:00:00,1702,2044
2025-01-14 07:00:00,4180,4587
2025-01-14 08:00:00,5751,6506
2025-01-14 09:00:00,6103,6150
2025-01-14 10:00:00,6351,5653
2025-01-14 11:00:00,6514,5797
2025-01-14 12:00:00,7150,6260
2025-01-14 13:00:00,7408,6372
2025-01-14 14:00:00,7822,6943
2025-01-14 15:00:00,8617,7615
2025-01-14 16:00:00,9019,7959
2025-01-14 17:00:00,9820,9618
2025-01-14 18:00:00,9879,9966
2025-01-14 19:00:00,8101,7770
2025-01-14 20:00:00,7942,7762
2025-01-14 21:00:00,8139,8757
2025-01-14 22:00:00,5723,6147
2025-01-14 23:00:00,2951,2778
2025-01-15 00:00:00,1362,1271
2025-01-15 01:00:00,558,496
2025-01-15 02:00:00,306,274
2025-01-15 03:00:00,233,215
2025-01-15 04:00:00,258,320
2025-01-15 05:00:00,725,779
2025-01-15 06:00:00,1751,2193
2025-01-15 07:00:00,4106,5160
2025-01-15 08:00:00,5853,7129
2025-01-15 09:00:00,6168,6340
2025-01-15 10:00:00,6364,5742
2025-01-15 11:00:00,6654,5819
2025-01-15 12:00:00,7181,6312
2025-01-15 13:00:00,7355,6405
2025-01-15 14:00:00,8063,7095
2025-01-15 15:00:00,8752,7696
2025-01-15 16:00:00,8786,7575
2025-01-15 17:00:00,9996,9463
2025-01-15 18:00:00,10406,10198
2025-01-15 19:00:00,8814,8308
2025-01-15 20:00:00,8368,8209
2025-01-15 21:00:00,8252,8672
2025-01-15 22:00:00,6090,6577
2025-01-15 23:00:00,3307,3111
2025-01-16 00:00:00,1945,1675
2025-01-16 01:00:00,800,706
2025-01-16 02:00:00,469,433
2025-01-16 03:00:00,265,245
2025-01-16 04:00:00,335,369
2025-01-16 05:00:00,652,814
2025-01-16 06:00:00,1824,2319
2025-01-16 07:00:00,4018,4889
2025-01-16 08:00:00,5568,6677
2025-01-16 09:00:00,6052,5928
2025-01-16 10:00:00,6218,5553
2025-01-16 11:00:00,6608,5766
2025-01-16 12:00:00,7129,6161
2025-01-16 13:00:00,7674,6575
2025-01-16 14:00:00,8316,7195
2025-01-16 15:00:00,8698,7618
2025-01-16 16:00:00,9054,8205
2025-01-16 17:00:00,10974,11577
2025-01-16 18:00:00,11699,13288
2025-01-16 19:00:00,9532,10343
2025-01-16 20:00:00,10432,9372
2025-01-16 21:00:00,8887,9469
2025-01-16 22:00:00,7687,8554
2025-01-16 23:00:00,4611,4980
2025-01-17 00:00:00,2650,2597
2025-01-17 01:00:00,1409,1223
2025-01-17 02:00:00,755,626
2025-01-17 03:00:00,568,517
2025-01-17 04:00:00,428,583
2025-01-17 05:00:00,758,1054
2025-01-17 06:00:00,1465,2184
2025-01-17 07:00:00,3351,4329
2025-01-17 08:00:00,4853,5374
2025-01-17 09:00:00,5247,4858
2025-01-17 10:00:00,5747,5016
2025-01-17 11:00:00,5973,5198
2025-01-17 12:00:00,6491,5648
2025-01-17 13:00:00,6802,5986
2025-01-17 14:00:00,7972,7117
2025-01-17 15:00:00,8443,7679
2025-01-17 16:00:00,8322,7575
2025-01-17 17:00:00,9324,9164
2025-01-17 18:00:00,9855,10334
2025-01-17 19:00:00,8295,8099
2025-01-17 20:00:00,6914,5937
2025-01-17 21:00:00,7821,6212
2025-01-17 22:00:00,8287,6892
2025-01-17 23:00:00,6785,6792
2025-01-18 00:00:00,5503,6280
2025-01-18 01:00:00,4427,5005
2025-01-18 02:00:00,3324,3581
2025-01-18 03:00:00,2064,2194
2025-01-18 04:00:00,1013,1236
2025-01-18 05:00:00,530,586
2025-01-18 06:00:00,792,902
2025-01-18 07:00:00,1282,1282
2025-01-18 08:00:00,2203,2000
2025-01-18 09:00:00,3651,3195
2025-01-18 10:00:00,5178,4220
2025-01-18 11:00:00,6451,5173
2025-01-18 12:00:00,7243,5848
2025-01-18 13:00:00,8420,6832
2025-01-18 14:00:00,9213,7721
2025-01-18 15:00:00,9562,7924
2025-01-18 16:00:00,9291,7672
2025-01-18 17:00:00,8635,7216
2025-01-18 18:00:00,8071,7123
2025-01-18 19:00:00,7885,7201
2025-01-18 20:00:00,6500,5488
2025-01-18 21:00:00,7752,6053
2025-01-18 22:00:00,8040,6737
2025-01-18 23:00:00,7784,8343
2025-01-19 00:00:00,6495,7277
2025-01-19 01:00:00,5444,6109
2025-01-19 02:00:00,3833,4403
2025-01-19 03:00:00,2641,3004
2025-01-19 04:00:00,1212,1605
2025-01-19 05:00:00,584,687
2025-01-19 06:00:00,775,896
2025-01-19 07:00:00,1345,1275
2025-01-19 08:00:00,2018,1778
2025-01-19 09:00:00,3295,2808
2025-01-19 10:00:00,4673,3973
2025-01-19 11:00:00,5824,4721
2025-01-19 12:00:00,6719,5570
2025-01-19 13:00:00,7964,6601
2025-01-19 14:00:00,8221,7491
2025-01-19 15:00:00,7358,6000
2025-01-19 16:00:00,7688,6131
2025-01-19 17:00:00,7248,7017
2025-01-19 18:00:00,6794,7975
2025-01-19 19:00:00,5388,7163
2025-01-19 20:00:00,4478,6636
2025-01-19 21:00:00,4751,6960
2025-01-19 22:00:00,4552,6805
2025-01-19 23:00:00,3399,5347
2025-01-20 00:00:00,2736,4100
2025-01-20 01:00:00,1717,2446
2025-01-20 02:00:00,977,1469
2025-01-20 03:00:00,625,986
2025-01-20 04:00:00,598,966
2025-01-20 05:00:00,488,808
2025-01-20 06:00:00,791,1298
2025-01-20 07:00:00,1467,1640
2025-01-20 08:00:00,2494,2501
2025-01-20 09:00:00,3295,3150
2025-01-20 10:00:00,4397,3948
2025-01-20 11:00:00,5108,4619
2025-01-20 12:00:00,5447,4955
2025-01-20 13:00:00,5989,5486
2025-01-20 14:00:00,6637,6191
2025-01-20 15:00:00,7014,6287
2025-01-20 16:00:00,6794,6079
2025-01-20 17:00:00,6855,6247
2025-01-20 18:00:00,6379,6421
2025-01-20 19:00:00,5335,5127
2025-01-20 20:00:00,4691,4419
2025-01-20 21:00:00,4605,4423
2025-01-20 22:00:00,3391,3330
2025-01-20 23:00:00,2469,3198
2025-01-21 00:00:00,1407,1516
2025-01-21 01:00:00,617,582
2025-01-21 02:00:00,306,277
2025-01-21 03:00:00,204,194
2025-01-21 04:00:00,265,349
2025-01-21 05:00:00,652,829
2025-01-21 06:00:00,1714,2324
2025-01-21 07:00:00,4039,5322
2025-01-21 08:00:00,5490,7328
2025-01-21 09:00:00,6199,6500
2025-01-21 10:00:00,6038,5570
2025-01-21 11:00:00,5848,5209
2025-01-21 12:00:00,6481,5764
2025-01-21 13:00:00,6697,5925
2025-01-21 14:00:00,7459,6611
2025-01-21 15:00:00,7892,6979
2025-01-21 16:00:00,7787,6988
2025-01-21 17:00:00,9434,9420
2025-01-21 18:00:00,8979,9882
2025-01-21 19:00:00,7218,7153
2025-01-21 20:00:00,6716,6835
2025-01-21 21:00:00,6862,8094
2025-01-21 22:00:00,4448,5243
2025-01-21 23:00:00,2704,2698
2025-01-22 00:00:00,1299,1150
2025-01-22 01:00:00,556,505
2025-01-22 02:00:00,306,267
2025-01-22 03:00:00,224,211
2025-01-22 04:00:00,270,281
2025-01-22 05:00:00,658,784
2025-01-22 06:00:00,1739,2255
2025-01-22 07:00:00,4050,5445
2025-01-22 08:00:00,5574,7546
2025-01-22 09:00:00,5941,6380
2025-01-22 10:00:00,6115,5674
2025-01-22 11:00:00,6337,5622
2025-01-22 12:00:00,6699,5968
2025-01-22 13:00:00,6877,6065
2025-01-22 14:00:00,7315,6607
2025-01-22 15:00:00,8333,7327
2025-01-22 16:00:00,8441,7623
2025-01-22 17:00:00,10045,10211
2025-01-22 18:00:00,9871,10798
2025-01-22 19:00:00,8724,8791
2025-01-22 20:00:00,7980,8539
2025-01-22 21:00:00,7966,9188
2025-01-22 22:00:00,5683,6793
2025-01-22 23:00:00,3104,3229
2025-01-23 00:00:00,1581,1411
2025-01-23 01:00:00,730,616
2025-01-23 02:00:00,351,326
2025-01-23 03:00:00,287,262
2025-01-23 04:00:00,277,317
2025-01-23 05:00:00,642,806
2025-01-23 06:00:00,1765,2269
2025-01-23 07:00:00,4004,5016
2025-01-23 08:00:00,5629,7126
2025-01-23 09:00:00,6166,6470
2025-01-23 10:00:00,6249,5725
2025-01-23 11:00:00,6465,5768
2025-01-23 12:00:00,6825,6094
2025-01-23 13:00:00,7029,6239
2025-01-23 14:00:00,7852,6906
2025-01-23 15:00:00,8659,7693
2025-01-23 16:00:00,8897,8060
2025-01-23 17:00:00,10599,11122
2025-01-23 18:00:00,10737,12287
2025-01-23 19:00:00,9470,10053
2025-01-23 20:00:00,9047,9072
2025-01-23 21:00:00,9363,10100
2025-01-23 22:00:00,7758,9191
2025-01-23 23:00:00,4536,5207
2025-01-24 00:00:00,2757,2559
2025-01-24 01:00:00,1345,1128
2025-01-24 02:00:00,772,694
2025-01-24 03:00:00,527,462
2025-01-24 04:00:00,370,446
2025-01-24 05:00:00,654,818
2025-01-24 06:00:00,1545,1889
2025-01-24 07:00:00,3607,4399
2025-01-24 08:00:00,4870,5367
2025-01-24 09:00:00,5382,5088
2025-01-24 10:00:00,5833,5148
2025-01-24 11:00:00,6052,5407
2025-01-24 12:00:00,6644,5954
2025-01-24 13:00:00,7253,6388
2025-01-24 14:00:00,7994,7127
2025-01-24 15:00:00,8527,7596
2025-01-24 16:00:00,8554,7601
2025-01-24 17:00:00,10007,9498
2025-01-24 18:00:00,10238,11066
2025-01-24 19:00:00,9004,9590
2025-01-24 20:00:00,8288,7490
2025-01-24 21:00:00,8792,7182
2025-01-24 22:00:00,8929,8098
2025-01-24 23:00:00,7507,8551
2025-01-25 00:00:00,6531,7594
2025-01-25 01:00:00,5112,5840
2025-01-25 02:00:00,3799,4117
2025-01-25 03:00:00,2313,2317
2025-01-25 04:00:00,1071,1179
2025-01-25 05:00:00,426,479
2025-01-25 06:00:00,789,841
2025-01-25 07:00:00,1334,1244
2025-01-25 08:00:00,2445,2202
2025-01-25 09:00:00,4267,3625
2025-01-25 10:00:00,5671,4743
2025-01-25 11:00:00,7012,5784
2025-01-25 12:00:00,7851,6536
2025-01-25 13:00:00,8694,6993
2025-01-25 14:00:00,8612,6694
2025-01-25 15:00:00,9561,7282
2025-01-25 16:00:00,11128,8350
2025-01-25 17:00:00,10158,8703
2025-01-25 18:00:00,10188,9629
2025-01-25 19:00:00,9641,9580
2025-01-25 20:00:00,8016,6591
2025-01-25 21:00:00,9083,7104
2025-01-25 22:00:00,10267,9237
2025-01-25 23:00:00,8876,10152
2025-01-26 00:00:00,6985,8421
2025-01-26 01:00:00,6033,6727
2025-01-26 02:00:00,4273,4792
2025-01-26 03:00:00,2578,2966
2025-01-26 04:00:00,1342,1555
2025-01-26 05:00:00,533,600
2025-01-26 06:00:00,761,918
2025-01-26 07:00:00,1297,1234
2025-01-26 08:00:00,2080,1866
2025-01-26 09:00:00,3524,3023
2025-01-26 10:00:00,5167,4405
2025-01-26 11:00:00,6190,5263
2025-01-26 12:00:00,6860,5775
2025-01-26 13:00:00,7323,6025
2025-01-26 14:00:00,7865,6856
2025-01-26 15:00:00,7950,6721
2025-01-26 16:00:00,7600,6164
2025-01-26 17:00:00,6874,5628
2025-01-26 18:00:00,6693,5624
2025-01-26 19:00:00,5251,4243
2025-01-26 20:00:00,4896,3926
2025-01-26 21:00:00,4555,3801
2025-01-26 22:00:00,3481,3667
2025-01-26 23:00:00,2245,2028
2025-01-27 00:00:00,1204,1061
2025-01-27 01:00:00,449,382
2025-01-27 02:00:00,241,214
2025-01-27 03:00:00,252,206
2025-01-27 04:00:00,272,312
2025-01-27 05:00:00,638,790
2025-01-27 06:00:00,1642,1911
2025-01-27 07:00:00,3644,4128
2025-01-27 08:00:00,4947,5433
2025-01-27 09:00:00,5107,4809
2025-01-27 10:00:00,5124,4542
2025-01-27 11:00:00,5545,4809
2025-01-27 12:00:00,5666,4933
2025-01-27 13:00:00,6013,5206
2025-01-27 14:00:00,6579,5672
2025-01-27 15:00:00,7311,6215
2025-01-27 16:00:00,6985,6007
2025-01-27 17:00:00,7833,7065
2025-01-27 18:00:00,7678,7166
2025-01-27 19:00:00,6359,5781
2025-01-27 20:00:00,5941,5401
2025-01-27 21:00:00,5674,5474
2025-01-27 22:00:00,3701,3649
2025-01-27 23:00:00,2026,1894
2025-01-28 00:00:00,1009,941
2025-01-28 01:00:00,438,383
2025-01-28 02:00:00,249,195
2025-01-28 03:00:00,228,173
2025-01-28 04:00:00,243,223
2025-01-28 05:00:00,671,633
2025-01-28 06:00:00,1577,1752
2025-01-28 07:00:00,3754,4198
2025-01-28 08:00:00,5606,6194
2025-01-28 09:00:00,5770,5598
2025-01-28 10:00:00,5738,5143
2025-01-28 11:00:00,5902,5262
2025-01-28 12:00:00,6045,5440
2025-01-28 13:00:00,6360,5683
2025-01-28 14:00:00,7419,6501
2025-01-28 15:00:00,7803,6888
2025-01-28 16:00:00,7850,6942
2025-01-28 17:00:00,9156,8653
2025-01-28 18:00:00,9565,9638
2025-01-28 19:00:00,7887,7276
2025-01-28 20:00:00,8056,7685
2025-01-28 21:00:00,8293,8751
2025-01-28 22:00:00,5750,6507
2025-01-28 23:00:00,3182,3343
2025-01-29 00:00:00,1383,1295
2025-01-29 01:00:00,594,540
2025-01-29 02:00:00,314,287
2025-01-29 03:00:00,272,221
2025-01-29 04:00:00,266,296
2025-01-29 05:00:00,599,672
2025-01-29 06:00:00,1516,1717
2025-01-29 07:00:00,3635,3775
2025-01-29 08:00:00,5177,5485
2025-01-29 09:00:00,5664,5660
2025-01-29 10:00:00,5791,5341
2025-01-29 11:00:00,6162,5502
2025-01-29 12:00:00,6874,6145
2025-01-29 13:00:00,7053,6158
2025-01-29 14:00:00,7450,6546
2025-01-29 15:00:00,8346,7159
2025-01-29 16:00:00,8504,7425
2025-01-29 17:00:00,9580,9003
2025-01-29 18:00:00,9768,9846
2025-01-29 19:00:00,8941,8507
2025-01-29 20:00:00,8097,7730
2025-01-29 21:00:00,8965,9139
2025-01-29 22:00:00,7436,8086
2025-01-29 23:00:00,3785,4137
2025-01-30 00:00:00,1758,1676
2025-01-30 01:00:00,858,789
2025-01-30 02:00:00,453,419
2025-01-30 03:00:00,312,287
2025-01-30 04:00:00,320,358
2025-01-30 05:00:00,660,828
2025-01-30 06:00:00,1726,2120
2025-01-30 07:00:00,4000,4875
2025-01-30 08:00:00,5692,6889
2025-01-30 09:00:00,6165,6370
2025-01-30 10:00:00,6167,5693
2025-01-30 11:00:00,6312,5711
2025-01-30 12:00:00,7056,6255
2025-01-30 13:00:00,7120,6323
2025-01-30 14:00:00,7986,7104
2025-01-30 15:00:00,8660,7708
2025-01-30 16:00:00,8737,7922
2025-01-30 17:00:00,9907,10207
2025-01-30 18:00:00,10342,11557
2025-01-30 19:00:00,8885,8936
2025-01-30 20:00:00,8747,8527
2025-01-30 21:00:00,10539,8812
2025-01-30 22:00:00,7338,8562
2025-01-30 23:00:00,4812,5338
2025-01-31 00:00:00,2829,2659
2025-01-31 01:00:00,1590,1363
2025-01-31 02:00:00,869,760
2025-01-31 03:00:00,633,554
2025-01-31 04:00:00,436,532
2025-01-31 05:00:00,778,1024
2025-01-31 06:00:00,1494,1956
2025-01-31 07:00:00,3505,4186
2025-01-31 08:00:00,4987,5809
2025-01-31 09:00:00,5179,5071
2025-01-31 10:00:00,5374,4977
2025-01-31 11:00:00,5648,5146
2025-01-31 12:00:00,6330,5788
2025-01-31 13:00:00,6910,6244
2025-01-31 14:00:00,7969,7177
2025-01-31 15:00:00,8347,7849
2025-01-31 16:00:00,8331,7818
2025-01-31 17:00:00,10496,11173
2025-01-31 18:00:00,9777,11874
2025-01-31 19:00:00,8514,10191
2025-01-31 20:00:00,7386,7298
2025-01-31 21:00:00,8632,7201
2025-01-31 22:00:00,8491,8569
2025-01-31 23:00:00,6917,8360
2025-02-01 00:00:00,1,1
2025-01-31 22:00:00,2,2
2025-01-31 23:00:00,47,28
2025-02-01 00:00:00,6070,7837
