tpep_pickup_datetime,passenger_demand,taxi_demand
2025-03-10 19:00:00,7056,6560
2025-03-10 20:00:00,6519,6340
2025-03-10 21:00:00,6096,6124
2025-03-10 22:00:00,5519,5724
2025-03-10 23:00:00,3134,3381
2025-03-11 00:00:00,1637,1644
2025-03-11 01:00:00,749,744
2025-03-11 02:00:00,310,332
2025-03-11 03:00:00,275,258
2025-03-11 04:00:00,210,292
2025-03-11 05:00:00,642,813
2025-03-11 06:00:00,1699,2158
2025-03-11 07:00:00,3961,4888
2025-03-11 08:00:00,5650,6723
2025-03-11 09:00:00,6044,6295
2025-03-11 10:00:00,6214,5747
2025-03-11 11:00:00,6334,5737
2025-03-11 12:00:00,6904,6066
2025-03-11 13:00:00,7256,6454
2025-03-11 14:00:00,7815,6976
2025-03-11 15:00:00,8647,7441
2025-03-11 16:00:00,8688,7587
2025-03-11 17:00:00,9515,8746
2025-03-11 18:00:00,9985,9486
2025-03-11 19:00:00,8655,8403
2025-03-11 20:00:00,8349,8895
2025-03-11 21:00:00,8080,9101
2025-03-11 22:00:00,6832,7564
2025-03-11 23:00:00,3727,3631
2025-03-12 00:00:00,1651,1583
2025-03-12 01:00:00,819,785
2025-03-12 02:00:00,369,373
2025-03-12 03:00:00,267,289
2025-03-12 04:00:00,308,394
2025-03-12 05:00:00,606,772
2025-03-12 06:00:00,1770,2193
2025-03-12 07:00:00,4190,4949
2025-03-12 08:00:00,5850,6968
2025-03-12 09:00:00,6504,6653
2025-03-12 10:00:00,6766,6194
2025-03-12 11:00:00,6819,6116
2025-03-12 12:00:00,7677,6743
2025-03-12 13:00:00,7835,6886
2025-03-12 14:00:00,8486,7522
2025-03-12 15:00:00,8935,7742
2025-03-12 16:00:00,9173,8031
2025-03-12 17:00:00,10182,9494
2025-03-12 18:00:00,10802,10586
2025-03-12 19:00:00,9712,9874
2025-03-12 20:00:00,9695,10377
2025-03-12 21:00:00,9730,10484
2025-03-12 22:00:00,8136,9024
2025-03-12 23:00:00,4727,4836
2025-03-13 00:00:00,2299,2140
2025-03-13 01:00:00,1039,981
2025-03-13 02:00:00,547,514
2025-03-13 03:00:00,398,403
2025-03-13 04:00:00,349,499
2025-03-13 05:00:00,715,1114
2025-03-13 06:00:00,1759,2463
2025-03-13 07:00:00,4182,5346
2025-03-13 08:00:00,5851,7427
2025-03-13 09:00:00,6386,6713
2025-03-13 10:00:00,6876,6285
2025-03-13 11:00:00,7235,6409
2025-03-13 12:00:00,7663,6924
2025-03-13 13:00:00,7934,7140
2025-03-13 14:00:00,9004,8055
2025-03-13 15:00:00,9704,8709
2025-03-13 16:00:00,10062,9055
2025-03-13 17:00:00,11061,10579
2025-03-13 18:00:00,11666,12162
2025-03-13 19:00:00,10806,12398
2025-03-13 20:00:00,10367,11733
2025-03-13 21:00:00,11034,11973
2025-03-13 22:00:00,9361,10387
2025-03-13 23:00:00,6548,7484
2025-03-14 00:00:00,4427,4252
2025-03-14 01:00:00,2319,2091
2025-03-14 02:00:00,1204,1086
2025-03-14 03:00:00,814,791
2025-03-14 04:00:00,616,876
2025-03-14 05:00:00,855,1209
2025-03-14 06:00:00,1656,2334
2025-03-14 07:00:00,3551,4544
2025-03-14 08:00:00,5108,5715
2025-03-14 09:00:00,5668,5442
2025-03-14 10:00:00,6028,5467
2025-03-14 11:00:00,6682,5945
2025-03-14 12:00:00,7414,6597
2025-03-14 13:00:00,7313,6685
2025-03-14 14:00:00,8448,7617
2025-03-14 15:00:00,9263,8200
2025-03-14 16:00:00,9250,7964
2025-03-14 17:00:00,10070,9336
2025-03-14 18:00:00,10619,10692
2025-03-14 19:00:00,9694,10785
2025-03-14 20:00:00,8770,9292
2025-03-14 21:00:00,9929,8868
2025-03-14 22:00:00,9782,9374
2025-03-14 23:00:00,9068,9901
2025-03-15 00:00:00,6901,8028
2025-03-15 01:00:00,5275,5577
2025-03-15 02:00:00,3646,3376
2025-03-15 03:00:00,2139,2112
2025-03-15 04:00:00,1137,1593
2025-03-15 05:00:00,578,897
2025-03-15 06:00:00,917,1197
2025-03-15 07:00:00,1521,1669
2025-03-15 08:00:00,2636,2656
2025-03-15 09:00:00,4166,4009
2025-03-15 10:00:00,5972,5355
2025-03-15 11:00:00,7231,6249
2025-03-15 12:00:00,8125,7164
2025-03-15 13:00:00,8521,7525
2025-03-15 14:00:00,8771,7396
2025-03-15 15:00:00,9564,7767
2025-03-15 16:00:00,10365,8358
2025-03-15 17:00:00,10680,8899
2025-03-15 18:00:00,11070,10618
2025-03-15 19:00:00,10051,10718
2025-03-15 20:00:00,9111,10047
2025-03-15 21:00:00,9916,10212
2025-03-15 22:00:00,10040,10819
2025-03-15 23:00:00,8880,10669
2025-03-16 00:00:00,6943,8617
2025-03-16 01:00:00,5597,6334
2025-03-16 02:00:00,4205,4809
2025-03-16 03:00:00,2516,3013
2025-03-16 04:00:00,1497,2210
2025-03-16 05:00:00,773,1368
2025-03-16 06:00:00,1037,1674
2025-03-16 07:00:00,1567,2061
2025-03-16 08:00:00,2459,2608
2025-03-16 09:00:00,4050,3993
2025-03-16 10:00:00,5465,5098
2025-03-16 11:00:00,6144,5769
2025-03-16 12:00:00,6977,6494
2025-03-16 13:00:00,7211,6763
2025-03-16 14:00:00,8164,7228
2025-03-16 15:00:00,7580,6508
2025-03-16 16:00:00,7602,6380
2025-03-16 17:00:00,7910,6741
2025-03-16 18:00:00,7866,7362
2025-03-16 19:00:00,6230,6738
2025-03-16 20:00:00,5385,5672
2025-03-16 21:00:00,5301,5170
2025-03-16 22:00:00,3781,3858
2025-03-16 23:00:00,2506,2452
2025-03-17 00:00:00,2024,1874
2025-03-17 01:00:00,1251,1146
2025-03-17 02:00:00,620,611
2025-03-17 03:00:00,525,558
2025-03-17 04:00:00,375,655
2025-03-17 05:00:00,839,1258
2025-03-17 06:00:00,1723,2781
2025-03-17 07:00:00,3377,4905
2025-03-17 08:00:00,4611,6228
2025-03-17 09:00:00,5110,5462
2025-03-17 10:00:00,5100,4687
2025-03-17 11:00:00,5429,4873
2025-03-17 12:00:00,6055,5334
2025-03-17 13:00:00,6162,5347
2025-03-17 14:00:00,6891,6005
2025-03-17 15:00:00,7283,6268
2025-03-17 16:00:00,7891,6839
2025-03-17 17:00:00,8596,7644
2025-03-17 18:00:00,8787,7963
2025-03-17 19:00:00,7631,7087
2025-03-17 20:00:00,7402,7371
2025-03-17 21:00:00,7264,7672
2025-03-17 22:00:00,6093,6545
2025-03-17 23:00:00,3391,3479
2025-03-18 00:00:00,2104,2055
2025-03-18 01:00:00,845,826
2025-03-18 02:00:00,442,443
2025-03-18 03:00:00,350,377
2025-03-18 04:00:00,326,438
2025-03-18 05:00:00,752,960
2025-03-18 06:00:00,1819,2307
2025-03-18 07:00:00,3653,4644
2025-03-18 08:00:00,5653,6828
2025-03-18 09:00:00,6363,6587
2025-03-18 10:00:00,6352,5933
2025-03-18 11:00:00,6601,5853
2025-03-18 12:00:00,7079,6333
2025-03-18 13:00:00,7159,6402
2025-03-18 14:00:00,7857,6899
2025-03-18 15:00:00,7988,6888
2025-03-18 16:00:00,8084,7122
2025-03-18 17:00:00,9038,8272
2025-03-18 18:00:00,9347,8771
2025-03-18 19:00:00,7960,7819
2025-03-18 20:00:00,7695,8328
2025-03-18 21:00:00,8299,9399
2025-03-18 22:00:00,6804,7778
2025-03-18 23:00:00,3748,3796
2025-03-19 00:00:00,1735,1661
2025-03-19 01:00:00,854,781
2025-03-19 02:00:00,446,396
2025-03-19 03:00:00,229,252
2025-03-19 04:00:00,295,401
2025-03-19 05:00:00,740,915
2025-03-19 06:00:00,1635,2164
2025-03-19 07:00:00,3742,4581
2025-03-19 08:00:00,5500,6816
2025-03-19 09:00:00,6233,6507
2025-03-19 10:00:00,6221,5608
2025-03-19 11:00:00,6470,5680
2025-03-19 12:00:00,7019,6198
2025-03-19 13:00:00,7315,6442
2025-03-19 14:00:00,7866,6797
2025-03-19 15:00:00,8050,6901
2025-03-19 16:00:00,8266,7171
2025-03-19 17:00:00,9540,8776
2025-03-19 18:00:00,9931,9268
2025-03-19 19:00:00,8808,8645
2025-03-19 20:00:00,8763,9324
2025-03-19 21:00:00,9081,9844
2025-03-19 22:00:00,7904,8500
2025-03-19 23:00:00,4415,4664
2025-03-20 00:00:00,2201,2058
2025-03-20 01:00:00,1169,1035
2025-03-20 02:00:00,608,548
2025-03-20 03:00:00,362,369
2025-03-20 04:00:00,320,471
2025-03-20 05:00:00,803,1153
2025-03-20 06:00:00,1871,2462
2025-03-20 07:00:00,3864,4862
2025-03-20 08:00:00,5694,6956
2025-03-20 09:00:00,6406,6698
2025-03-20 10:00:00,6586,6072
2025-03-20 11:00:00,6980,6230
2025-03-20 12:00:00,7632,6747
2025-03-20 13:00:00,7758,6804
2025-03-20 14:00:00,8373,7421
2025-03-20 15:00:00,8735,7604
2025-03-20 16:00:00,8942,7935
2025-03-20 17:00:00,10484,9873
2025-03-20 18:00:00,10420,10595
2025-03-20 19:00:00,9217,9720
2025-03-20 20:00:00,11111,12570
2025-03-20 21:00:00,11691,13917
2025-03-20 22:00:00,8688,12178
2025-03-20 23:00:00,5750,8961
2025-03-21 00:00:00,3734,4781
2025-03-21 01:00:00,2091,2051
2025-03-21 02:00:00,1549,1369
2025-03-21 03:00:00,804,787
2025-03-21 04:00:00,554,786
2025-03-21 05:00:00,871,1245
2025-03-21 06:00:00,1646,2220
2025-03-21 07:00:00,3193,4041
2025-03-21 08:00:00,4481,5195
2025-03-21 09:00:00,5352,5177
2025-03-21 10:00:00,5939,5357
2025-03-21 11:00:00,6592,5861
2025-03-21 12:00:00,6827,6247
2025-03-21 13:00:00,7247,6558
2025-03-21 14:00:00,7891,7043
2025-03-21 15:00:00,8435,7198
2025-03-21 16:00:00,8691,7439
2025-03-21 17:00:00,9364,8013
2025-03-21 18:00:00,10298,9682
2025-03-21 19:00:00,9138,9813
2025-03-21 20:00:00,8291,8507
2025-03-21 21:00:00,9255,8083
2025-03-21 22:00:00,9471,8605
2025-03-21 23:00:00,7800,8523
2025-03-22 00:00:00,6965,8107
2025-03-22 01:00:00,5019,5517
2025-03-22 02:00:00,3652,3649
2025-03-22 03:00:00,2446,2681
2025-03-22 04:00:00,1261,1880
2025-03-22 05:00:00,645,1063
2025-03-22 06:00:00,865,1126
2025-03-22 07:00:00,1401,1515
2025-03-22 08:00:00,2394,2416
2025-03-22 09:00:00,3883,3714
2025-03-22 10:00:00,5440,4670
2025-03-22 11:00:00,6619,5518
2025-03-22 12:00:00,7007,5834
2025-03-22 13:00:00,7617,6296
2025-03-22 14:00:00,8931,7007
2025-03-22 15:00:00,9188,7161
2025-03-22 16:00:00,9817,7427
2025-03-22 17:00:00,10169,8030
2025-03-22 18:00:00,10025,8672
2025-03-22 19:00:00,9638,9945
2025-03-22 20:00:00,9367,9812
2025-03-22 21:00:00,9930,8978
2025-03-22 22:00:00,10884,10167
2025-03-22 23:00:00,9433,10919
2025-03-23 00:00:00,8254,9591
2025-03-23 01:00:00,6308,7216
2025-03-23 02:00:00,4812,5430
2025-03-23 03:00:00,3049,3677
2025-03-23 04:00:00,1673,2388
2025-03-23 05:00:00,643,1179
2025-03-23 06:00:00,962,1405
2025-03-23 07:00:00,1611,1740
2025-03-23 08:00:00,2527,2461
2025-03-23 09:00:00,4049,3796
2025-03-23 10:00:00,5530,5062
2025-03-23 11:00:00,6572,5823
2025-03-23 12:00:00,7335,6266
2025-03-23 13:00:00,7421,6334
2025-03-23 14:00:00,7691,6414
2025-03-23 15:00:00,7649,6267
2025-03-23 16:00:00,7919,6421
2025-03-23 17:00:00,7866,6504
2025-03-23 18:00:00,7546,6634
2025-03-23 19:00:00,6690,6961
2025-03-23 20:00:00,6210,6395
2025-03-23 21:00:00,5629,5608
2025-03-23 22:00:00,4201,4398
2025-03-23 23:00:00,2990,3095
2025-03-24 00:00:00,1439,1537
2025-03-24 01:00:00,909,858
2025-03-24 02:00:00,324,380
2025-03-24 03:00:00,215,274
2025-03-24 04:00:00,359,528
2025-03-24 05:00:00,762,1115
2025-03-24 06:00:00,1986,2660
2025-03-24 07:00:00,3532,4719
2025-03-24 08:00:00,5275,6755
2025-03-24 09:00:00,6226,6437
2025-03-24 10:00:00,6967,6375
2025-03-24 11:00:00,6616,5888
2025-03-24 12:00:00,6724,5889
2025-03-24 13:00:00,7739,6739
2025-03-24 14:00:00,8141,7365
2025-03-24 15:00:00,8247,7367
2025-03-24 16:00:00,7977,7364
2025-03-24 17:00:00,7834,7341
2025-03-24 18:00:00,7652,6991
2025-03-24 19:00:00,6328,5984
2025-03-24 20:00:00,5831,5679
2025-03-24 21:00:00,5782,5577
2025-03-24 22:00:00,4698,4433
2025-03-24 23:00:00,2734,2663
2025-03-25 00:00:00,1674,1524
2025-03-25 01:00:00,695,665
2025-03-25 02:00:00,224,267
2025-03-25 03:00:00,235,258
2025-03-25 04:00:00,282,372
2025-03-25 05:00:00,664,821
2025-03-25 06:00:00,1721,2133
2025-03-25 07:00:00,3627,4277
2025-03-25 08:00:00,5333,6246
2025-03-25 09:00:00,6087,6182
2025-03-25 10:00:00,6179,5758
2025-03-25 11:00:00,6648,5927
2025-03-25 12:00:00,6838,6101
2025-03-25 13:00:00,7091,6306
2025-03-25 14:00:00,7927,6869
2025-03-25 15:00:00,8111,6998
2025-03-25 16:00:00,8111,7045
2025-03-25 17:00:00,9002,8076
2025-03-25 18:00:00,9346,8465
2025-03-25 19:00:00,7685,7416
2025-03-25 20:00:00,8273,8625
2025-03-25 21:00:00,8440,8885
2025-03-25 22:00:00,6989,7190
2025-03-25 23:00:00,3627,3528
2025-03-26 00:00:00,1767,1667
2025-03-26 01:00:00,851,770
2025-03-26 02:00:00,431,401
2025-03-26 03:00:00,258,284
2025-03-26 04:00:00,265,418
2025-03-26 05:00:00,735,911
2025-03-26 06:00:00,1730,2219
2025-03-26 07:00:00,3559,4365
2025-03-26 08:00:00,5356,6268
2025-03-26 09:00:00,6433,6589
2025-03-26 10:00:00,6285,5755
2025-03-26 11:00:00,6460,5819
2025-03-26 12:00:00,7278,6476
2025-03-26 13:00:00,8542,7528
2025-03-26 14:00:00,8406,7363
2025-03-26 15:00:00,8523,7357
2025-03-26 16:00:00,8727,7471
2025-03-26 17:00:00,9894,8771
2025-03-26 18:00:00,10474,9693
2025-03-26 19:00:00,8983,8543
2025-03-26 20:00:00,8952,8966
2025-03-26 21:00:00,9741,10051
2025-03-26 22:00:00,8478,8842
2025-03-26 23:00:00,4526,5010
2025-03-27 00:00:00,2470,2403
2025-03-27 01:00:00,1038,985
2025-03-27 02:00:00,545,565
2025-03-27 03:00:00,310,375
2025-03-27 04:00:00,394,614
2025-03-27 05:00:00,765,1108
2025-03-27 06:00:00,1887,2498
2025-03-27 07:00:00,3719,4630
2025-03-27 08:00:00,5336,6497
2025-03-27 09:00:00,6037,6349
2025-03-27 10:00:00,6607,6026
2025-03-27 11:00:00,7210,6353
2025-03-27 12:00:00,7676,6753
2025-03-27 13:00:00,8106,7171
2025-03-27 14:00:00,8441,7398
2025-03-27 15:00:00,8903,7772
2025-03-27 16:00:00,9197,7992
2025-03-27 17:00:00,10005,9247
2025-03-27 18:00:00,10717,10032
2025-03-27 19:00:00,10014,10130
2025-03-27 20:00:00,9658,10531
2025-03-27 21:00:00,9967,11040
2025-03-27 22:00:00,8904,9722
2025-03-27 23:00:00,6268,6643
2025-03-28 00:00:00,3652,3539
2025-03-28 01:00:00,2270,2020
2025-03-28 02:00:00,1094,1033
2025-03-28 03:00:00,634,700
2025-03-28 04:00:00,545,820
2025-03-28 05:00:00,749,1097
2025-03-28 06:00:00,1643,2218
2025-03-28 07:00:00,3116,3744
2025-03-28 08:00:00,4576,5015
2025-03-28 09:00:00,5312,5122
2025-03-28 10:00:00,5796,5192
2025-03-28 11:00:00,6142,5469
2025-03-28 12:00:00,6770,6085
2025-03-28 13:00:00,7379,6558
2025-03-28 14:00:00,8394,7193
2025-03-28 15:00:00,8643,7442
2025-03-28 16:00:00,8930,7659
2025-03-28 17:00:00,9558,8350
2025-03-28 18:00:00,10271,9448
2025-03-28 19:00:00,9475,9570
2025-03-28 20:00:00,10991,11528
2025-03-28 21:00:00,9582,9160
2025-03-28 22:00:00,9691,8579
2025-03-28 23:00:00,8171,8821
2025-03-29 00:00:00,6912,8007
2025-03-29 01:00:00,5276,5602
2025-03-29 02:00:00,3512,3541
2025-03-29 03:00:00,2121,2324
2025-03-29 04:00:00,1018,1563
2025-03-29 05:00:00,552,810
2025-03-29 06:00:00,919,1103
2025-03-29 07:00:00,1609,1618
2025-03-29 08:00:00,2483,2419
2025-03-29 09:00:00,4029,3764
2025-03-29 10:00:00,5527,4835
2025-03-29 11:00:00,6902,5950
2025-03-29 12:00:00,7899,6811
2025-03-29 13:00:00,8668,7665
2025-03-29 14:00:00,9356,7896
2025-03-29 15:00:00,9410,7738
2025-03-29 16:00:00,10822,8812
2025-03-29 17:00:00,12510,11029
2025-03-29 18:00:00,12923,12970
2025-03-29 19:00:00,11622,12603
2025-03-29 20:00:00,10031,11536
2025-03-29 21:00:00,10372,11084
2025-03-29 22:00:00,10852,11845
2025-03-29 23:00:00,9853,11571
2025-03-30 00:00:00,8113,10196
2025-03-30 01:00:00,6429,7864
2025-03-30 02:00:00,4784,5906
2025-03-30 03:00:00,2955,3909
2025-03-30 04:00:00,1850,2504
2025-03-30 05:00:00,769,1319
2025-03-30 06:00:00,952,1510
2025-03-30 07:00:00,1509,1999
2025-03-30 08:00:00,2253,2788
2025-03-30 09:00:00,3441,3967
2025-03-30 10:00:00,5015,5690
2025-03-30 11:00:00,6016,6664
2025-03-30 12:00:00,6786,7224
2025-03-30 13:00:00,7338,7506
2025-03-30 14:00:00,7558,7700
2025-03-30 15:00:00,7700,7578
2025-03-30 16:00:00,7933,7631
2025-03-30 17:00:00,8163,7866
2025-03-30 18:00:00,7243,6896
2025-03-30 19:00:00,6394,6503
2025-03-30 20:00:00,6074,6621
2025-03-30 21:00:00,5760,6550
2025-03-30 22:00:00,4319,6425
2025-03-30 23:00:00,2462,3965
2025-03-31 00:00:00,1992,2798
2025-03-31 01:00:00,1220,1479
2025-03-31 02:00:00,685,812
2025-03-31 03:00:00,340,449
2025-03-31 04:00:00,462,618
2025-03-31 05:00:00,688,978
2025-03-31 06:00:00,1781,2180
2025-03-31 07:00:00,3339,3711
2025-03-31 08:00:00,4674,4914
2025-03-31 09:00:00,5444,5331
2025-03-31 10:00:00,5672,5129
2025-03-31 11:00:00,5974,5393
2025-03-31 12:00:00,6412,5677
2025-03-31 13:00:00,6936,6110
2025-03-31 14:00:00,7534,6469
2025-03-31 15:00:00,7736,6727
2025-03-31 16:00:00,7537,6414
2025-03-31 17:00:00,9628,8706
2025-03-31 18:00:00,10118,9705
2025-03-31 19:00:00,7063,6821
2025-03-31 20:00:00,5903,5716
2025-03-31 21:00:00,6622,7938
2025-03-31 22:00:00,4835,6567
2025-03-31 23:00:00,3143,4574
2025-04-01 00:00:00,6,2
2025-03-31 23:00:00,5,4
2025-04-01 00:00:00,1766,2666
2025-04-01 01:00:00,1246,1376
2025-04-01 02:00:00,956,907
2025-04-01 03:00:00,340,375
2025-04-01 04:00:00,363,429
2025-04-01 05:00:00,664,824
2025-04-01 06:00:00,1834,2156
2025-04-01 07:00:00,4287,5103
2025-04-01 08:00:00,5546,6776
2025-04-01 09:00:00,6206,6503
2025-04-01 10:00:00,6480,6073
2025-04-01 11:00:00,6637,6050
2025-04-01 12:00:00,7123,6479
2025-04-01 13:00:00,7354,6633
2025-04-01 14:00:00,8265,7299
2025-04-01 15:00:00,8400,7446
2025-04-01 16:00:00,8832,7851
2025-04-01 17:00:00,9801,9046
2025-04-01 18:00:00,10447,9550
2025-04-01 19:00:00,8604,7750
2025-04-01 20:00:00,8191,7550
2025-04-01 21:00:00,8421,8524
2025-04-01 22:00:00,6742,7567
2025-04-01 23:00:00,3795,4022
2025-04-02 00:00:00,1802,1824
2025-04-02 01:00:00,703,760
2025-04-02 02:00:00,342,384
2025-04-02 03:00:00,266,275
2025-04-02 04:00:00,302,353
2025-04-02 05:00:00,652,842
2025-04-02 06:00:00,1850,2426
2025-04-02 07:00:00,4173,5135
2025-04-02 08:00:00,5857,7096
2025-04-02 09:00:00,6304,6700
2025-04-02 10:00:00,6557,6181
2025-04-02 11:00:00,7033,6386
2025-04-02 12:00:00,7252,6525
2025-04-02 13:00:00,7588,6813
2025-04-02 14:00:00,8318,7495
2025-04-02 15:00:00,9268,8213
2025-04-02 16:00:00,9886,8772
2025-04-02 17:00:00,10714,9995
2025-04-02 18:00:00,11012,10429
2025-04-02 19:00:00,11139,10582
2025-04-02 20:00:00,8685,8344
2025-04-02 21:00:00,9155,9473
2025-04-02 22:00:00,7308,8167
2025-04-02 23:00:00,4204,4223
2025-04-03 00:00:00,2159,2049
2025-04-03 01:00:00,980,961
2025-04-03 02:00:00,545,582
2025-04-03 03:00:00,366,377
2025-04-03 04:00:00,403,518
2025-04-03 05:00:00,802,1169
2025-04-03 06:00:00,1900,2559
2025-04-03 07:00:00,4204,5400
2025-04-03 08:00:00,5377,7002
2025-04-03 09:00:00,6127,6701
2025-04-03 10:00:00,6503,6215
2025-04-03 11:00:00,6845,6218
2025-04-03 12:00:00,7256,6547
2025-04-03 13:00:00,7531,6787
2025-04-03 14:00:00,8438,7502
2025-04-03 15:00:00,9311,8077
2025-04-03 16:00:00,9346,8449
2025-04-03 17:00:00,10701,10036
2025-04-03 18:00:00,10994,10520
2025-04-03 19:00:00,9119,8343
2025-04-03 20:00:00,9527,8337
2025-04-03 21:00:00,10116,8965
2025-04-03 22:00:00,8786,8688
2025-04-03 23:00:00,6085,6409
2025-04-04 00:00:00,3686,3525
2025-04-04 01:00:00,2124,1918
2025-04-04 02:00:00,1165,1141
2025-04-04 03:00:00,821,754
2025-04-04 04:00:00,582,716
2025-04-04 05:00:00,927,1331
2025-04-04 06:00:00,1769,2635
2025-04-04 07:00:00,3823,4954
2025-04-04 08:00:00,5056,6117
2025-04-04 09:00:00,5629,5656
2025-04-04 10:00:00,6197,5668
2025-04-04 11:00:00,6551,5925
2025-04-04 12:00:00,7317,6505
2025-04-04 13:00:00,7348,6646
2025-04-04 14:00:00,8505,7598
2025-04-04 15:00:00,9175,8085
2025-04-04 16:00:00,8831,7643
2025-04-04 17:00:00,9895,8708
2025-04-04 18:00:00,10781,9369
2025-04-04 19:00:00,9464,8457
2025-04-04 20:00:00,8691,7359
2025-04-04 21:00:00,9392,7444
2025-04-04 22:00:00,9932,8153
2025-04-04 23:00:00,8561,8777
2025-04-05 00:00:00,7329,8500
2025-04-05 01:00:00,5935,6663
2025-04-05 02:00:00,4667,4824
2025-04-05 03:00:00,2756,2791
2025-04-05 04:00:00,1299,1548
2025-04-05 05:00:00,596,816
2025-04-05 06:00:00,939,1141
2025-04-05 07:00:00,1661,1802
2025-04-05 08:00:00,2842,2858
2025-04-05 09:00:00,4202,4014
2025-04-05 10:00:00,6026,5384
2025-04-05 11:00:00,8629,7758
2025-04-05 12:00:00,8657,8597
2025-04-05 13:00:00,8510,8401
2025-04-05 14:00:00,8574,7460
2025-04-05 15:00:00,9235,7770
2025-04-05 16:00:00,10782,8754
2025-04-05 17:00:00,11258,10282
2025-04-05 18:00:00,11331,10174
2025-04-05 19:00:00,9486,8956
2025-04-05 20:00:00,8669,7637
2025-04-05 21:00:00,9323,7808
2025-04-05 22:00:00,10390,8921
2025-04-05 23:00:00,9650,10378
2025-04-06 00:00:00,8428,10603
2025-04-06 01:00:00,5710,7934
2025-04-06 02:00:00,4147,5791
2025-04-06 03:00:00,2777,3244
2025-04-06 04:00:00,1589,2191
2025-04-06 05:00:00,655,1049
2025-04-06 06:00:00,1013,1288
2025-04-06 07:00:00,1643,1787
2025-04-06 08:00:00,2592,2558
2025-04-06 09:00:00,4038,3858
2025-04-06 10:00:00,5670,5388
2025-04-06 11:00:00,6760,6369
2025-04-06 12:00:00,7226,6635
2025-04-06 13:00:00,7858,7344
2025-04-06 14:00:00,8151,7623
2025-04-06 15:00:00,7831,6795
2025-04-06 16:00:00,7998,6619
2025-04-06 17:00:00,7897,6604
2025-04-06 18:00:00,7708,6370
2025-04-06 19:00:00,6279,5386
2025-04-06 20:00:00,6061,5291
2025-04-06 21:00:00,5756,5027
2025-04-06 22:00:00,4026,4057
2025-04-06 23:00:00,2825,3110
2025-04-07 00:00:00,1462,1577
2025-04-07 01:00:00,669,729
2025-04-07 02:00:00,376,412
2025-04-07 03:00:00,289,316
2025-04-07 04:00:00,363,479
2025-04-07 05:00:00,763,1009
2025-04-07 06:00:00,1956,2515
2025-04-07 07:00:00,3854,4962
2025-04-07 08:00:00,5409,6860
2025-04-07 09:00:00,6005,6352
2025-04-07 10:00:00,6801,6323
2025-04-07 11:00:00,6853,6051
2025-04-07 12:00:00,7326,6668
2025-04-07 13:00:00,7448,6573
2025-04-07 14:00:00,7954,7021
2025-04-07 15:00:00,8585,7328
2025-04-07 16:00:00,8609,7472
2025-04-07 17:00:00,9761,8968
2025-04-07 18:00:00,9339,8478
2025-04-07 19:00:00,7223,6318
2025-04-07 20:00:00,6568,5867
2025-04-07 21:00:00,6730,6191
2025-04-07 22:00:00,5154,4616
2025-04-07 23:00:00,2986,2744
2025-04-08 00:00:00,1548,1446
2025-04-08 01:00:00,614,577
2025-04-08 02:00:00,345,340
2025-04-08 03:00:00,218,237
2025-04-08 04:00:00,298,352
2025-04-08 05:00:00,622,731
2025-04-08 06:00:00,1783,2117
2025-04-08 07:00:00,4177,4914
2025-04-08 08:00:00,5795,7004
2025-04-08 09:00:00,6357,6816
2025-04-08 10:00:00,6371,5939
2025-04-08 11:00:00,6927,6255
2025-04-08 12:00:00,7356,6602
2025-04-08 13:00:00,7633,6889
2025-04-08 14:00:00,8454,7633
2025-04-08 15:00:00,9224,8089
2025-04-08 16:00:00,8990,8097
2025-04-08 17:00:00,10385,9577
2025-04-08 18:00:00,10809,9927
2025-04-08 19:00:00,8953,7977
2025-04-08 20:00:00,9080,8358
2025-04-08 21:00:00,9005,9450
2025-04-08 22:00:00,7342,8061
2025-04-08 23:00:00,4072,4186
2025-04-09 00:00:00,1872,1902
2025-04-09 01:00:00,715,694
2025-04-09 02:00:00,407,402
2025-04-09 03:00:00,277,322
2025-04-09 04:00:00,348,487
2025-04-09 05:00:00,713,1058
2025-04-09 06:00:00,1911,2613
2025-04-09 07:00:00,4350,5640
2025-04-09 08:00:00,6043,7751
2025-04-09 09:00:00,6626,7295
2025-04-09 10:00:00,6569,6258
2025-04-09 11:00:00,7317,6674
2025-04-09 12:00:00,7497,6809
2025-04-09 13:00:00,7842,7055
2025-04-09 14:00:00,8326,7507
2025-04-09 15:00:00,8908,7822
2025-04-09 16:00:00,9094,7996
2025-04-09 17:00:00,10221,9463
2025-04-09 18:00:00,11152,10327
2025-04-09 19:00:00,9681,8679
2025-04-09 20:00:00,9284,8412
2025-04-09 21:00:00,9694,9443
2025-04-09 22:00:00,8288,8529
2025-04-09 23:00:00,4452,4508
2025-04-10 00:00:00,2222,2192
2025-04-10 01:00:00,953,980
2025-04-10 02:00:00,576,567
2025-04-10 03:00:00,410,430
2025-04-10 04:00:00,383,516
2025-04-10 05:00:00,725,1117
2025-04-10 06:00:00,1913,2612
2025-04-10 07:00:00,4379,5605
2025-04-10 08:00:00,5676,7121
2025-04-10 09:00:00,6387,6658
2025-04-10 10:00:00,6573,6086
2025-04-10 11:00:00,7085,6400
2025-04-10 12:00:00,7834,7061
2025-04-10 13:00:00,8295,7355
2025-04-10 14:00:00,9142,8127
2025-04-10 15:00:00,9775,8648
2025-04-10 16:00:00,11534,10601
2025-04-10 17:00:00,12063,12050
2025-04-10 18:00:00,11767,11392
