passenger_demand,taxi_demand,timestamp,timestamp_month,timestamp_quarter,timestamp_semester,timestamp_year,timestamp_week,timestamp_day_of_week,timestamp_day_of_month,timestamp_day_of_year,timestamp_weekend,timestamp_month_start,timestamp_month_end,timestamp_quarter_start,timestamp_quarter_end,timestamp_year_start,timestamp_year_end,timestamp_leap_year,timestamp_days_in_month,timestamp_hour,timestamp_minute,timestamp_second,passenger_demand_lag_1,taxi_demand_lag_1,passenger_demand_lag_2,taxi_demand_lag_2,passenger_demand_lag_4,taxi_demand_lag_4,passenger_demand_lag_8,taxi_demand_lag_8,passenger_demand_lag_16,taxi_demand_lag_16,passenger_demand_lag_24,taxi_demand_lag_24,passenger_demand_window_7_mean,passenger_demand_window_7_std,passenger_demand_window_7_median,taxi_demand_window_7_mean,taxi_demand_window_7_std,taxi_demand_window_7_median,passenger_demand_expanding_std,taxi_demand_expanding_std
1344,1051,2025-01-02 00:00:00,1,1,1,2025,1,3,2,2,0,0,0,0,0,0,0,0,31,0,0,0,2370.0,1765.0,3894.0,2707.0,4788.0,3331.0,6639.0,4587.0,1315.0,1116.0,9132.0,7344.0,4877.142857142857,1461.1106994990078,4788.0,3405.4285714285716,992.091369640059,3331.0,2455.078485418586,2026.7162274641869
558,436,2025-01-02 01:00:00,1,1,1,2025,1,3,2,2,0,0,0,0,0,0,0,0,31,1,0,0,1344.0,1051.0,2370.0,1765.0,4767.0,3264.0,6775.0,4737.0,1923.0,1524.0,8996.0,8468.0,4101.285714285715,1706.6840865926467,4767.0,2878.8571428571427,1135.3986713296554,3264.0,2499.6062076521844,2056.5766271484595
295,268,2025-01-02 02:00:00,1,1,1,2025,1,3,2,2,0,0,0,0,0,0,0,0,31,2,0,0,558.0,436.0,1344.0,1051.0,3894.0,2707.0,6179.0,4317.0,3117.0,2289.0,7364.0,7257.0,3298.285714285714,1879.7578491466872,3894.0,2324.4285714285716,1257.1356141566262,2707.0,2576.6762108159064,2111.283542886066
303,220,2025-01-02 03:00:00,1,1,1,2025,1,3,2,2,0,0,0,0,0,0,0,0,31,3,0,0,295.0,268.0,558.0,436.0,2370.0,1765.0,5367.0,3717.0,4201.0,3228.0,4904.0,4915.0,2573.714285714286,1926.398082284288,2370.0,1831.7142857142858,1295.673018715979,1765.0,2652.125937008834,2163.1453739478325
342,277,2025-01-02 04:00:00,1,1,1,2025,1,3,2,2,0,0,0,0,0,0,0,0,31,4,0,0,303.0,220.0,295.0,268.0,1344.0,1051.0,4788.0,3331.0,5503.0,4087.0,3015.0,2918.0,1933.0,1809.4905360349394,1344.0,1387.2857142857142,1227.4471766347335,1051.0,2711.467867172502,2206.412346575701
726,624,2025-01-02 05:00:00,1,1,1,2025,1,3,2,2,0,0,0,0,0,0,0,0,31,5,0,0,342.0,277.0,303.0,220.0,558.0,436.0,4767.0,3264.0,6571.0,4770.0,1305.0,1429.0,1300.857142857143,1375.2593002256544,558.0,960.5714285714286,955.3220848040171,436.0,2756.579279226357,2237.7999642065765
1588,1341,2025-01-02 06:00:00,1,1,1,2025,1,3,2,2,0,0,0,0,0,0,0,0,31,6,0,0,726.0,624.0,342.0,277.0,295.0,268.0,3894.0,2707.0,7069.0,5057.0,1165.0,1220.0,848.2857142857143,765.9801377507033,558.0,663.0,565.5775808852472,436.0,2775.885167719987,2248.140008729566
2468,2163,2025-01-02 07:00:00,1,1,1,2025,1,3,2,2,0,0,0,0,0,0,0,0,31,7,0,0,1588.0,1341.0,726.0,624.0,303.0,220.0,2370.0,1765.0,7128.0,5025.0,1191.0,1116.0,736.5714285714286,526.7124000637992,558.0,602.4285714285714,435.6729878945457,436.0,2761.769078898758,2232.8711768646926
3599,3021,2025-01-02 08:00:00,1,1,1,2025,1,3,2,2,0,0,0,0,0,0,0,0,31,8,0,0,2468.0,2163.0,1588.0,1341.0,342.0,277.0,1344.0,1051.0,6639.0,4587.0,1315.0,1116.0,897.1428571428571,827.9441262491638,558.0,761.2857142857143,729.8839438079041,436.0,2728.0699420782767,2202.092670400648
4668,3779,2025-01-02 09:00:00,1,1,1,2025,1,3,2,2,0,0,0,0,0,0,0,0,31,9,0,0,3599.0,3021.0,2468.0,2163.0,726.0,624.0,558.0,436.0,6775.0,4737.0,1923.0,1524.0,1331.5714285714287,1289.5002723462164,726.0,1130.5714285714287,1098.6565822468335,624.0,2685.3859645140574,2167.411952093039
5992,4394,2025-01-02 10:00:00,1,1,1,2025,1,3,2,2,0,0,0,0,0,0,0,0,31,10,0,0,4668.0,3779.0,3599.0,3021.0,1588.0,1341.0,295.0,268.0,6179.0,4317.0,3117.0,2289.0,1956.2857142857142,1698.1492586819088,1588.0,1632.142857142857,1399.48829083722,1341.0,2648.426843616661,2138.3078704947065
6653,4825,2025-01-02 11:00:00,1,1,1,2025,1,3,2,2,0,0,0,0,0,0,0,0,31,11,0,0,5992.0,4394.0,4668.0,3779.0,2468.0,2163.0,303.0,220.0,5367.0,3717.0,4201.0,3228.0,2769.0,2090.9475523471833,2468.0,2228.4285714285716,1575.6594235581572,2163.0,2634.4165370640053,2119.0190206989723
7320,5280,2025-01-02 12:00:00,1,1,1,2025,1,3,2,2,0,0,0,0,0,0,0,0,31,12,0,0,6653.0,4825.0,5992.0,4394.0,3599.0,3021.0,342.0,277.0,4788.0,3331.0,5503.0,4087.0,3670.5714285714284,2226.27041313066,3599.0,2878.1428571428573,1574.5594546381794,3021.0,2636.6877002351703,2108.705362809811
8294,5972,2025-01-02 13:00:00,1,1,1,2025,1,3,2,2,0,0,0,0,0,0,0,0,31,13,0,0,7320.0,5280.0,6653.0,4825.0,4668.0,3779.0,726.0,624.0,4767.0,3264.0,6571.0,4770.0,4612.571428571428,2166.9471503433015,4668.0,3543.285714285714,1441.427384491466,3779.0,2657.224362433913,2109.111996650347
8856,6344,2025-01-02 14:00:00,1,1,1,2025,1,3,2,2,0,0,0,0,0,0,0,0,31,14,0,0,8294.0,5972.0,7320.0,5280.0,5992.0,4394.0,1588.0,1341.0,3894.0,2707.0,7069.0,5057.0,5570.571428571428,2087.841617328196,5992.0,4204.857142857143,1319.7935985816669,4394.0,2709.2204135014827,2128.9539416085904
8819,6174,2025-01-02 15:00:00,1,1,1,2025,1,3,2,2,0,0,0,0,0,0,0,0,31,15,0,0,8856.0,6344.0,8294.0,5972.0,6653.0,4825.0,2468.0,2163.0,2370.0,1765.0,7128.0,5025.0,6483.142857142857,1892.664825809667,6653.0,4802.142857142857,1180.4399502687459,4825.0,2776.227075480117,2158.057904778708
9371,6537,2025-01-02 16:00:00,1,1,1,2025,1,3,2,2,0,0,0,0,0,0,0,0,31,16,0,0,8819.0,6174.0,8856.0,6344.0,7320.0,5280.0,3599.0,3021.0,1344.0,1051.0,6639.0,4587.0,7228.857142857143,1567.2907014517552,7320.0,5252.571428571428,970.3909619568915,5280.0,2832.037591083087,2176.8938749853464
8759,6288,2025-01-02 17:00:00,1,1,1,2025,1,3,2,2,0,0,0,0,0,0,0,0,31,17,0,0,9371.0,6537.0,8819.0,6174.0,8294.0,5972.0,4668.0,3779.0,558.0,436.0,6775.0,4737.0,7900.714285714285,1265.5330516276115,8294.0,5646.571428571428,820.7358196851694,5972.0,2901.6519443409406,2204.325344773261
8179,5853,2025-01-02 18:00:00,1,1,1,2025,1,3,2,2,0,0,0,0,0,0,0,0,31,18,0,0,8759.0,6288.0,9371.0,6537.0,8856.0,6344.0,5992.0,4394.0,295.0,268.0,6179.0,4317.0,8296.0,966.8808958018848,8759.0,5917.142857142857,628.7125545036278,6174.0,2939.275646642454,2219.8140435453192
6734,4754,2025-01-02 19:00:00,1,1,1,2025,1,3,2,2,0,0,0,0,0,0,0,0,31,19,0,0,8179.0,5853.0,8759.0,6288.0,8819.0,6174.0,6653.0,4825.0,303.0,220.0,5367.0,3717.0,8514.0,657.1052680760678,8759.0,6064.0,414.73806995098397,6174.0,2953.9599676683047,2221.122810747037
6241,4258,2025-01-02 20:00:00,1,1,1,2025,1,3,2,2,0,0,0,0,0,0,0,0,31,20,0,0,6734.0,4754.0,8179.0,5853.0,9371.0,6537.0,7320.0,5280.0,342.0,277.0,4788.0,3331.0,8430.285714285714,845.0277538411933,8759.0,5988.857142857143,590.7572622127838,6174.0,2935.2093092687205,2201.9620573978727
7087,4743,2025-01-02 21:00:00,1,1,1,2025,1,3,2,2,0,0,0,0,0,0,0,0,31,21,0,0,6241.0,4258.0,6734.0,4754.0,8759.0,6288.0,8294.0,5972.0,726.0,624.0,4767.0,3264.0,8137.0,1187.2035770386317,8759.0,5744.0,882.2189826416878,6174.0,2910.0224803880187,2178.7980592125286
5612,3792,2025-01-02 22:00:00,1,1,1,2025,1,3,2,2,0,0,0,0,0,0,0,0,31,22,0,0,7087.0,4743.0,6241.0,4258.0,8179.0,5853.0,8856.0,6344.0,1588.0,1341.0,3894.0,2707.0,7884.285714285715,1196.8849449418944,8179.0,5515.285714285715,907.8997217545043,5853.0,2897.278507121138,2160.5216882080563
3379,2438,2025-01-02 23:00:00,1,1,1,2025,1,3,2,2,0,0,0,0,0,0,0,0,31,23,0,0,5612.0,3792.0,7087.0,4743.0,6734.0,4754.0,8819.0,6174.0,2468.0,2163.0,2370.0,1765.0,7426.142857142857,1379.3433738040487,7087.0,5175.0,1054.430335931841,4754.0,2867.7959470461883,2136.983611231401
2003,1527,2025-01-03 00:00:00,1,1,1,2025,1,4,3,3,0,0,0,0,0,0,0,0,31,0,0,0,3379.0,2438.0,5612.0,3792.0,6241.0,4258.0,9371.0,6537.0,3599.0,3021.0,1344.0,1051.0,6570.142857142857,1774.0383713034903,6734.0,4589.428571428572,1284.9648318330042,4743.0,2845.18034420423,2121.6166106422693
1034,851,2025-01-03 01:00:00,1,1,1,2025,1,4,3,3,0,0,0,0,0,0,0,0,31,1,0,0,2003.0,1527.0,3379.0,2438.0,7087.0,4743.0,8759.0,6288.0,4668.0,3779.0,558.0,436.0,5605.0,2176.7891491828054,6241.0,3909.285714285714,1481.1015848894049,4258.0,2844.2160583181017,2121.117256699088
639,506,2025-01-03 02:00:00,1,1,1,2025,1,4,3,3,0,0,0,0,0,0,0,0,31,2,0,0,1034.0,851.0,2003.0,1527.0,5612.0,3792.0,8179.0,5853.0,5992.0,4394.0,295.0,268.0,4584.285714285715,2429.198339252803,5612.0,3194.714285714286,1589.6944899660987,3792.0,2864.2707228677864,2135.13216108655
432,349,2025-01-03 03:00:00,1,1,1,2025,1,4,3,3,0,0,0,0,0,0,0,0,31,3,0,0,639.0,506.0,1034.0,851.0,3379.0,2438.0,6734.0,4754.0,6653.0,4825.0,303.0,220.0,3713.5714285714284,2615.435964751249,3379.0,2587.8571428571427,1702.0896400769107,2438.0,2891.8888036280064,2156.1667698969486
370,327,2025-01-03 04:00:00,1,1,1,2025,1,4,3,3,0,0,0,0,0,0,0,0,31,4,0,0,432.0,349.0,639.0,506.0,2003.0,1527.0,6241.0,4258.0,7320.0,5280.0,342.0,277.0,2883.714285714286,2601.38448486479,2003.0,2029.4285714285713,1704.0570077653772,1527.0,2921.658033253208,2178.857961459208
663,551,2025-01-03 05:00:00,1,1,1,2025,1,4,3,3,0,0,0,0,0,0,0,0,31,5,0,0,370.0,327.0,432.0,349.0,1034.0,851.0,7087.0,4743.0,8294.0,5972.0,726.0,624.0,1924.142857142857,1949.7399338177966,1034.0,1398.5714285714287,1302.0362075281516,851.0,2949.525200284235,2199.444575948786
1377,1237,2025-01-03 06:00:00,1,1,1,2025,1,4,3,3,0,0,0,0,0,0,0,0,31,6,0,0,663.0,551.0,370.0,327.0,639.0,506.0,5612.0,3792.0,8856.0,6344.0,1588.0,1341.0,1217.142857142857,1103.0384442637658,663.0,935.5714285714286,781.1405885291238,551.0,2966.8907681592664,2212.0996679513296
2499,2165,2025-01-03 07:00:00,1,1,1,2025,1,4,3,3,0,0,0,0,0,0,0,0,31,7,0,0,1377.0,1237.0,663.0,551.0,432.0,349.0,3379.0,2438.0,8819.0,6174.0,2468.0,2163.0,931.1428571428571,588.7159554407339,663.0,764.0,463.4281677527531,551.0,2967.217676442687,2209.399630961526
3481,2901,2025-01-03 08:00:00,1,1,1,2025,1,4,3,3,0,0,0,0,0,0,0,0,31,8,0,0,2499.0,2165.0,1377.0,1237.0,370.0,327.0,2003.0,1527.0,9371.0,6537.0,3599.0,3021.0,1002.0,747.6264664478866,663.0,855.1428571428571,659.6813444311451,551.0,2950.329744062738,2194.281302850425
4640,3679,2025-01-03 09:00:00,1,1,1,2025,1,4,3,3,0,0,0,0,0,0,0,0,31,9,0,0,3481.0,2901.0,2499.0,2165.0,663.0,551.0,1034.0,851.0,8759.0,6288.0,4668.0,3779.0,1351.5714285714287,1200.1866323122294,663.0,1148.0,1016.2212685565448,551.0,2925.887715473528,2175.1196766544645
6069,4526,2025-01-03 10:00:00,1,1,1,2025,1,4,3,3,0,0,0,0,0,0,0,0,31,10,0,0,4640.0,3679.0,3481.0,2901.0,1377.0,1237.0,639.0,506.0,8179.0,5853.0,5992.0,4394.0,1923.142857142857,1666.425058678155,1377.0,1601.2857142857142,1338.6408174320861,1237.0,2900.4787009728825,2156.679994905009
6763,5024,2025-01-03 11:00:00,1,1,1,2025,1,4,3,3,0,0,0,0,0,0,0,0,31,11,0,0,6069.0,4526.0,4640.0,3679.0,2499.0,2165.0,432.0,349.0,6734.0,4754.0,6653.0,4825.0,2728.4285714285716,2124.7377765379974,2499.0,2198.0,1593.999895441236,2165.0,2884.6455743160877,2144.344948539871
7076,5305,2025-01-03 12:00:00,1,1,1,2025,1,4,3,3,0,0,0,0,0,0,0,0,31,12,0,0,6763.0,5024.0,6069.0,4526.0,3481.0,2901.0,370.0,327.0,6241.0,4258.0,7320.0,5280.0,3641.714285714286,2308.102013508483,3481.0,2869.0,1662.275649022549,2901.0,2877.385815029169,2137.955679845363
7725,5626,2025-01-03 13:00:00,1,1,1,2025,1,4,3,3,0,0,0,0,0,0,0,0,31,13,0,0,7076.0,5305.0,6763.0,5024.0,4640.0,3679.0,663.0,551.0,7087.0,4743.0,8294.0,5972.0,4557.857142857143,2198.877170176592,4640.0,3548.1428571428573,1522.677951129898,3679.0,2874.3591005296844,2135.3808161671404
9028,6457,2025-01-03 14:00:00,1,1,1,2025,1,4,3,3,0,0,0,0,0,0,0,0,31,14,0,0,7725.0,5626.0,7076.0,5305.0,6069.0,4526.0,1377.0,1237.0,5612.0,3792.0,8856.0,6344.0,5464.714285714285,1964.9672358833984,6069.0,4175.142857142857,1299.7111767070185,4526.0,2881.6519140190303,2137.547941576595
9074,6420,2025-01-03 15:00:00,1,1,1,2025,1,4,3,3,0,0,0,0,0,0,0,0,31,15,0,0,9028.0,6457.0,7725.0,5626.0,6763.0,5024.0,2499.0,2165.0,3379.0,2438.0,8819.0,6174.0,6397.428571428572,1869.867629641455,6763.0,4788.285714285715,1202.0873116217065,5024.0,2915.6351942184897,2155.3762745267068
9214,6528,2025-01-03 16:00:00,1,1,1,2025,1,4,3,3,0,0,0,0,0,0,0,0,31,16,0,0,9074.0,6420.0,9028.0,6457.0,7076.0,5305.0,3481.0,2901.0,2003.0,1527.0,9371.0,6537.0,7196.428571428572,1589.9738841820488,7076.0,5291.0,1000.139656914637,5305.0,2947.541334679271,2170.6343240628075
9077,6481,2025-01-03 17:00:00,1,1,1,2025,1,4,3,3,0,0,0,0,0,0,0,0,31,17,0,0,9214.0,6528.0,9074.0,6420.0,7725.0,5626.0,4640.0,3679.0,1034.0,851.0,8759.0,6288.0,7849.857142857143,1272.4377428871737,7725.0,5698.0,793.0697741476846,5626.0,2979.76904984004,2186.624488201814
9083,6422,2025-01-03 18:00:00,1,1,1,2025,1,4,3,3,0,0,0,0,0,0,0,0,31,18,0,0,9077.0,6481.0,9214.0,6528.0,9028.0,6457.0,6069.0,4526.0,639.0,506.0,8179.0,5853.0,8279.57142857143,1061.1655317217387,9028.0,5977.285714285715,641.2565046546478,6420.0,3005.9716047912348,2200.076009282417
7910,5538,2025-01-03 19:00:00,1,1,1,2025,1,4,3,3,0,0,0,0,0,0,0,0,31,19,0,0,9083.0,6422.0,9077.0,6481.0,9074.0,6420.0,6763.0,5024.0,432.0,349.0,6734.0,4754.0,8611.0,849.806644674733,9074.0,6177.0,496.1646232182659,6422.0,3029.868687531127,2211.0129473341076
6887,4705,2025-01-03 20:00:00,1,1,1,2025,1,4,3,3,0,0,0,0,0,0,0,0,31,20,0,0,7910.0,5538.0,9083.0,6422.0,9214.0,6528.0,7076.0,5305.0,370.0,327.0,6241.0,4258.0,8730.142857142857,628.3362763604139,9074.0,6210.285714285715,431.52007071347407,6422.0,3030.6148561796713,2206.86469664292
7719,5184,2025-01-03 21:00:00,1,1,1,2025,1,4,3,3,0,0,0,0,0,0,0,0,31,21,0,0,6887.0,4705.0,7910.0,5538.0,9077.0,6481.0,7725.0,5626.0,663.0,551.0,7087.0,4743.0,8610.42857142857,880.8501304881247,9074.0,6078.714285714285,697.6837187641422,6422.0,3018.1950812684977,2194.3347101386676
7711,5195,2025-01-03 22:00:00,1,1,1,2025,1,4,3,3,0,0,0,0,0,0,0,0,31,22,0,0,7719.0,5184.0,6887.0,4705.0,9083.0,6422.0,9028.0,6457.0,1377.0,1237.0,5612.0,3792.0,8423.42857142857,915.6853275266634,9074.0,5896.857142857143,746.8249300809854,6420.0,3015.360582113793,2186.0352432381064
5121,3746,2025-01-03 23:00:00,1,1,1,2025,1,4,3,3,0,0,0,0,0,0,0,0,31,23,0,0,7711.0,5195.0,7719.0,5184.0,7910.0,5538.0,9074.0,6420.0,2499.0,2165.0,3379.0,2438.0,8228.714285714286,899.0544503876828,7910.0,5721.857142857143,747.3324625117011,5538.0,3011.9704364853205,2177.83717651353
4189,3168,2025-01-04 00:00:00,1,1,1,2025,1,5,4,4,1,0,0,0,0,0,0,0,31,0,0,0,5121.0,3746.0,7711.0,5195.0,6887.0,4705.0,9214.0,6528.0,3481.0,2901.0,2003.0,1527.0,7644.0,1362.8192592318792,7719.0,5324.428571428572,957.3865219340352,5195.0,2990.742477987709,2162.453455585653
2868,2193,2025-01-04 01:00:00,1,1,1,2025,1,5,4,4,1,0,0,0,0,0,0,0,31,1,0,0,4189.0,3168.0,5121.0,3746.0,7719.0,5184.0,9077.0,6481.0,4640.0,3679.0,1034.0,851.0,6945.714285714285,1713.3774359711974,7711.0,4851.142857142857,1098.7921290476838,5184.0,2971.2882595320293,2148.2803415287967
1866,1438,2025-01-04 02:00:00,1,1,1,2025,1,5,4,4,1,0,0,0,0,0,0,0,31,2,0,0,2868.0,2193.0,4189.0,3168.0,7711.0,5195.0,9083.0,6422.0,6069.0,4526.0,639.0,506.0,6057.857142857143,2006.4772138062795,6887.0,4247.0,1244.1379880597392,4705.0,2960.8145638219635,2140.6095785609127
1273,1002,2025-01-04 03:00:00,1,1,1,2025,1,5,4,4,1,0,0,0,0,0,0,0,31,3,0,0,1866.0,1438.0,2868.0,2193.0,5121.0,3746.0,7910.0,5538.0,6763.0,5024.0,432.0,349.0,5194.428571428572,2347.9911880259733,5121.0,3661.285714285714,1478.1546732650284,3746.0,2961.89094810536,2141.670601770142
599,503,2025-01-04 04:00:00,1,1,1,2025,1,5,4,4,1,0,0,0,0,0,0,0,31,4,0,0,1273.0,1002.0,1866.0,1438.0,4189.0,3168.0,6887.0,4705.0,7076.0,5305.0,370.0,327.0,4392.428571428572,2616.892295398168,4189.0,3132.285714285714,1689.8333955635721,3168.0,2971.1113308576773,2148.773256347207
488,391,2025-01-04 05:00:00,1,1,1,2025,1,5,4,4,1,0,0,0,0,0,0,0,31,5,0,0,599.0,503.0,1273.0,1002.0,2868.0,2193.0,7719.0,5184.0,7725.0,5626.0,663.0,551.0,3375.285714285714,2488.9997130230004,2868.0,2463.5714285714284,1668.6612255680586,2193.0,2990.764123379701,2163.685814727508
885,728,2025-01-04 06:00:00,1,1,1,2025,1,5,4,4,1,0,0,0,0,0,0,0,31,6,0,0,488.0,391.0,599.0,503.0,1866.0,1438.0,7711.0,5195.0,9028.0,6457.0,1377.0,1237.0,2343.4285714285716,1791.4432596041004,1866.0,1777.2857142857142,1306.682531487756,1438.0,3010.8062592107835,2179.4420056619892
1421,1132,2025-01-04 07:00:00,1,1,1,2025,1,5,4,4,1,0,0,0,0,0,0,0,31,7,0,0,885.0,728.0,488.0,391.0,1273.0,1002.0,5121.0,3746.0,9074.0,6420.0,2499.0,2165.0,1738.2857142857142,1360.4128925055259,1273.0,1346.142857142857,1013.943691495649,1002.0,3022.52059622844,2188.1754996348454
2299,1768,2025-01-04 08:00:00,1,1,1,2025,1,5,4,4,1,0,0,0,0,0,0,0,31,8,0,0,1421.0,1132.0,885.0,728.0,599.0,503.0,4189.0,3168.0,9214.0,6528.0,3481.0,2901.0,1342.857142857143,827.0895615694576,1273.0,1055.2857142857142,619.5427653481667,1002.0,3025.3360980510724,2190.2037278440616
3852,2935,2025-01-04 09:00:00,1,1,1,2025,1,5,4,4,1,0,0,0,0,0,0,0,31,9,0,0,2299.0,1768.0,1421.0,1132.0,488.0,391.0,2868.0,2193.0,9077.0,6481.0,4640.0,3679.0,1261.5714285714287,664.1234466429921,1273.0,994.5714285714286,498.4582420299967,1002.0,3017.5816487363063,2184.5793694908266
5871,4233,2025-01-04 10:00:00,1,1,1,2025,1,5,4,4,1,0,0,0,0,0,0,0,31,10,0,0,3852.0,2935.0,2299.0,1768.0,885.0,728.0,1866.0,1438.0,9083.0,6422.0,6069.0,4526.0,1545.2857142857142,1185.1785680205544,1273.0,1208.4285714285713,888.749469224952,1002.0,3000.0624108734473,2171.766926134425
7161,5110,2025-01-04 11:00:00,1,1,1,2025,1,5,4,4,1,0,0,0,0,0,0,0,31,11,0,0,5871.0,4233.0,3852.0,2935.0,1421.0,1132.0,1273.0,1002.0,7910.0,5538.0,6763.0,5024.0,2202.1428571428573,2001.8876449134589,1421.0,1670.0,1434.8830382067197,1132.0,2984.9752008109485,2160.268059329098
8184,5762,2025-01-04 12:00:00,1,1,1,2025,1,5,4,4,1,0,0,0,0,0,0,0,31,12,0,0,7161.0,5110.0,5871.0,4233.0,2299.0,1768.0,599.0,503.0,6887.0,4705.0,7076.0,5305.0,3139.5714285714284,2579.215504576465,2299.0,2328.1428571428573,1816.2682830987515,1768.0,2979.9120262940805,2154.905548904358
9135,6426,2025-01-04 13:00:00,1,1,1,2025,1,5,4,4,1,0,0,0,0,0,0,0,31,13,0,0,8184.0,5762.0,7161.0,5110.0,3852.0,2935.0,488.0,391.0,7719.0,5184.0,7725.0,5626.0,4239.0,2882.948201638964,3852.0,3095.4285714285716,1987.911119503995,2935.0,2986.8810891323155,2156.509093750492
9110,6390,2025-01-04 14:00:00,1,1,1,2025,1,5,4,4,1,0,0,0,0,0,0,0,31,14,0,0,9135.0,6426.0,8184.0,5762.0,5871.0,4233.0,885.0,728.0,7711.0,5195.0,9028.0,6457.0,5417.571428571428,2968.3504879052975,5871.0,3909.4285714285716,2023.221841283754,4233.0,3007.7449103651784,2167.0409934212735
10132,6826,2025-01-04 15:00:00,1,1,1,2025,1,5,4,4,1,0,0,0,0,0,0,0,31,15,0,0,9110.0,6390.0,9135.0,6426.0,7161.0,5110.0,1421.0,1132.0,5121.0,3746.0,9074.0,6420.0,6516.0,2648.3408642645168,7161.0,4660.571428571428,1781.861185871191,5110.0,3026.705439444213,2176.2073335800546
10344,7069,2025-01-04 16:00:00,1,1,1,2025,1,5,4,4,1,0,0,0,0,0,0,0,31,16,0,0,10132.0,6826.0,9110.0,6390.0,8184.0,5762.0,2299.0,1768.0,4189.0,3168.0,9214.0,6528.0,7635.0,2183.632142402498,8184.0,5383.142857142857,1397.469192095891,5762.0,3062.68306690595,2191.54909495682
10104,6984,2025-01-04 17:00:00,1,1,1,2025,1,5,4,4,1,0,0,0,0,0,0,0,31,17,0,0,10344.0,7069.0,10132.0,6826.0,9135.0,6426.0,3852.0,2935.0,2868.0,2193.0,9077.0,6481.0,8562.42857142857,1613.2896885084235,9110.0,5973.714285714285,1010.3472528930677,6390.0,3100.418139326033,2209.974589656051
9142,6472,2025-01-04 18:00:00,1,1,1,2025,1,5,4,4,1,0,0,0,0,0,0,0,31,18,0,0,10104.0,6984.0,10344.0,7069.0,9110.0,6390.0,5871.0,4233.0,1866.0,1438.0,9083.0,6422.0,9167.142857142857,1168.2694364702268,9135.0,6366.714285714285,711.1325976416545,6426.0,3131.1574345639297,2225.7300968266786
8778,6144,2025-01-04 19:00:00,1,1,1,2025,1,5,4,4,1,0,0,0,0,0,0,0,31,19,0,0,9142.0,6472.0,10104.0,6984.0,10132.0,6826.0,7161.0,5110.0,1273.0,1002.0,7910.0,5538.0,9450.142857142857,775.082883432772,9142.0,6561.285714285715,447.4009068258206,6472.0,3144.2872296693545,2232.7313370495835
7887,5301,2025-01-04 20:00:00,1,1,1,2025,1,5,4,4,1,0,0,0,0,0,0,0,31,20,0,0,8778.0,6144.0,9142.0,6472.0,10344.0,7069.0,8184.0,5762.0,599.0,503.0,6887.0,4705.0,9535.0,632.820933071368,9142.0,6615.857142857143,345.3087645240674,6472.0,3151.475457901182,2234.9888238026365
8348,5555,2025-01-04 21:00:00,1,1,1,2025,1,5,4,4,1,0,0,0,0,0,0,0,31,21,0,0,7887.0,5301.0,8778.0,6144.0,10104.0,6984.0,9135.0,6426.0,488.0,391.0,7719.0,5184.0,9356.714285714286,888.4609753736449,9142.0,6455.142857142857,609.2931501807142,6472.0,3148.017687367925,2228.7882621156614
7996,5402,2025-01-04 22:00:00,1,1,1,2025,1,5,4,4,1,0,0,0,0,0,0,0,31,22,0,0,8348.0,5555.0,7887.0,5301.0,9142.0,6472.0,9110.0,6390.0,885.0,728.0,7711.0,5195.0,9247.857142857143,966.9423334358983,9142.0,6335.857142857143,699.2661459395405,6472.0,3149.0660654263897,2224.623982426963
6786,4872,2025-01-04 23:00:00,1,1,1,2025,1,5,4,4,1,0,0,0,0,0,0,0,31,23,0,0,7996.0,5402.0,8348.0,5555.0,8778.0,6144.0,10132.0,6826.0,1421.0,1132.0,5121.0,3746.0,8942.714285714286,978.3930216236666,8778.0,6132.428571428572,738.9187725189751,6144.0,3146.1267571063495,2219.1331364953294
5084,3889,2025-01-05 00:00:00,1,1,1,2025,1,6,5,5,1,0,0,0,0,0,0,0,31,0,0,0,6786.0,4872.0,7996.0,5402.0,7887.0,5301.0,10344.0,7069.0,2299.0,1768.0,4189.0,3168.0,8434.42857142857,1050.6229671236033,8348.0,5818.571428571428,741.3923516247092,5555.0,3133.9674770057563,2210.2288512730975
3738,2823,2025-01-05 01:00:00,1,1,1,2025,1,6,5,5,1,0,0,0,0,0,0,0,31,1,0,0,5084.0,3889.0,6786.0,4872.0,8348.0,5555.0,10104.0,6984.0,3852.0,2935.0,2868.0,2193.0,7717.285714285715,1382.0695489356622,7996.0,5376.428571428572,846.0265671838869,5402.0,3117.613811211887,2198.708967341291
2432,1836,2025-01-05 02:00:00,1,1,1,2025,1,6,5,5,1,0,0,0,0,0,0,0,31,2,0,0,3738.0,2823.0,5084.0,3889.0,7996.0,5402.0,9142.0,6472.0,5871.0,4233.0,1866.0,1438.0,6945.285714285715,1874.998374602467,7887.0,4855.142857142857,1133.733864798295,5301.0,3104.8624413519633,2189.5415855204324
1482,1182,2025-01-05 03:00:00,1,1,1,2025,1,6,5,5,1,0,0,0,0,0,0,0,31,3,0,0,2432.0,1836.0,3738.0,2823.0,6786.0,4872.0,8778.0,6144.0,7161.0,5110.0,1273.0,1002.0,6038.714285714285,2322.0507254210797,6786.0,4239.714285714285,1444.2367897134839,4872.0,3101.062935250735,2187.1179480250917
